seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status,compound
0.0,-433.4644375732072,1304.9708875698173,4137.03242914279,10988.2,229.8,6,99.0,False,0,OnTrack,MEDIUM
0.13,-480.0,1376.0,4138.0,11140.48586422857,233.0500032,6,99.0,False,0,OnTrack,MEDIUM
0.168,-493.9046610699172,1397.002449304211,4138.520776551551,11185.0,234.0,6,99.0,False,0,OnTrack,MEDIUM
0.37,-568.0,1508.0,4142.0,11378.755252935003,239.49660292014192,6,99.0,False,0,OnTrack,MEDIUM
0.609,-657.5072533917427,1643.253786504335,4143.983565362517,11608.0,246.0,6,99.0,False,0,OnTrack,MEDIUM
0.61,-658.0,1644.0,4144.0,11604.682696533333,246.01389155555555,6,99.0,False,0,OnTrack,MEDIUM
0.79,-757.0,1794.0,4148.0,11007.6835456,248.513888,6,99.0,False,0,OnTrack,MEDIUM
0.969,-815.4041750970678,1882.830441426427,4149.775427491679,10414.0,251.0,7,99.0,False,0,OnTrack,MEDIUM
1.13,-858.0,1947.0,4151.0,10556.025169371429,254.45000411428572,7,99.0,False,0,OnTrack,MEDIUM
1.249,-902.4695807735809,2013.1428143636183,4152.909473271756,10661.0,257.0,7,99.0,False,0,OnTrack,MEDIUM
1.43,-978.0,2126.0,4156.0,10772.31496064,260.61999872,7,99.0,False,0,OnTrack,MEDIUM
1.449,-985.2278468465455,2136.981870326571,4156.200484008958,10784.0,261.0,7,99.0,False,0,OnTrack,MEDIUM
1.53,-1018.0,2187.0,4157.0,10833.81511808,262.21500288,7,99.0,False,0,OnTrack,MEDIUM
1.649,-1093.4385769225341,2301.2902938168345,4159.353445420094,10907.0,264.0,7,99.0,False,0,OnTrack,MEDIUM
1.77,-1172.0,2420.0,4162.0,10928.511145244445,265.00833493333334,7,99.0,False,0,OnTrack,MEDIUM
2.009,-1235.979033031445,2516.8038528663665,4164.1328918047775,10971.0,267.0,7,99.0,False,0,OnTrack,MEDIUM
2.13,-1262.0,2556.0,4165.0,10995.2000384,267.60500096,7,99.0,False,0,OnTrack,MEDIUM
2.209,-1286.0038032754753,2592.063272121525,4165.806223053178,11011.0,268.0,7,99.0,False,0,OnTrack,MEDIUM
2.409,-1370.845748396111,2719.5145413282476,4168.769926721326,11060.0,270.0,7,99.0,False,0,OnTrack,MEDIUM
2.47,-1403.0,2768.0,4170.0,11081.3499776,270.5083328,7,99.0,False,0,OnTrack,MEDIUM
2.649,-1508.0820986420417,2926.88304716941,4174.231688583201,11144.0,272.0,7,99.0,False,0,OnTrack,MEDIUM
2.69,-1528.0,2957.0,4175.0,11152.968792,272.2562512,7,99.0,False,0,OnTrack,MEDIUM
2.809,-1569.9099792576499,3020.2851113644138,4176.436185184804,11179.0,273.0,7,99.0,False,0,OnTrack,MEDIUM
3.05,-1646.0,3135.0,4179.0,11395.9001728,273.8607149714286,7,99.0,False,0,OnTrack,MEDIUM
