seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status,compound
0.0,-7661.3723721235965,-6620.579788568581,501.74788122451935,10790.65,264.96666666666664,6,100.0,False,0,OnTrack,HARD
0.124,-7666.650100078885,-6528.929939455505,501.9671686257723,10724.0,266.0,7,100.0,False,0,OnTrack,HARD
0.132,-7667.0,-6523.0,502.0,10728.057142857142,266.0857142857143,7,100.0,False,0,OnTrack,HARD
0.312,-7675.0,-6390.0,503.0,10819.342857142858,268.01428571428573,7,100.0,False,0,OnTrack,HARD
0.404,-7678.86118121182,-6324.118212637512,503.08414807035143,10866.0,269.0,7,100.0,False,0,OnTrack,HARD
0.493,-7681.0,-6262.0,503.0,10870.820829866667,269.74166613333335,7,100.0,False,0,OnTrack,HARD
0.644,-7678.014373146834,-6156.148343184273,502.96559591734797,10879.0,271.0,7,100.0,False,0,OnTrack,HARD
0.712,-7674.0,-6088.0,503.0,10906.2,272.02,7,100.0,False,0,OnTrack,HARD
0.844,-7662.335209593906,-5909.577732441119,503.07183063087916,10959.0,274.0,7,100.0,False,0,OnTrack,HARD
0.872,-7660.0,-5876.0,503.0,10963.55,274.0,7,97.43333333333334,False,0,OnTrack,HARD
1.084,-7648.474348230867,-5739.823628704846,500.980187983689,10998.0,274.0,7,78.0,False,0,OnTrack,HARD
1.272,-7638.0,-5666.0,503.0,10705.66,263.66,7,13.14,False,0,OnTrack,HARD
1.284,-7637.0554435173,-5659.131736398829,503.4222266290798,10687.0,263.0,7,9.0,True,0,OnTrack,HARD
1.512,-7614.0,-5498.0,514.0,10155.19,237.35,7,3.87,True,0,OnTrack,HARD
1.684,-7593.833701503158,-5390.133809205674,514.9291914113768,9754.0,218.0,7,0.0,True,0,OnTrack,HARD
1.691,-7593.0,-5386.0,515.0,9756.675024457143,217.17499245714285,7,0.0,True,0,OnTrack,HARD
1.952,-7562.0,-5243.0,521.0,9856.414285714285,186.4142857142857,7,0.0,True,0,OnTrack,HARD
1.964,-7560.604248321541,-5237.080934332559,521.1164946420996,9861.0,185.0,6,0.0,True,0,OnTrack,HARD
2.132,-7541.0,-5158.0,521.0,9938.0,171.0,6,0.0,True,0,OnTrack,HARD
2.204,-7532.009545016941,-5122.751328936537,521.2832106676141,9971.0,165.0,6,0.0,True,0,OnTrack,HARD
2.372,-7511.0,-5043.0,523.0,9678.4,150.06666666666666,6,0.0,True,0,OnTrack,HARD
2.564,-7491.457182674825,-4976.683754616396,525.3068582487293,9344.0,133.0,4,0.0,True,0,OnTrack,HARD
2.611,-7487.0,-4962.0,526.0,9399.812576,131.531248,4,0.0,True,0,OnTrack,HARD
2.724,-7476.112339980778,-4926.284725910763,527.963049923641,9534.0,128.0,3,0.0,True,0,OnTrack,HARD
2.772,-7470.0,-4908.0,529.0,9271.2,126.2,3,0.0,True,0,OnTrack,HARD
2.884,-7450.372979886919,-4854.167237185093,531.984893410355,8658.0,122.0,3,0.0,True,0,OnTrack,HARD
2.972,-7435.0,-4814.0,534.0,8607.888888888889,120.28888888888889,3,0.7333333333333334,True,0,OnTrack,HARD
3.244,-7408.781318726801,-4755.302669076561,534.9109611783219,8453.0,115.0,3,3.0,False,0,OnTrack,HARD
3.352,-7396.0,-4738.0,535.0,8356.4,113.8,3,5.1,False,0,OnTrack,HARD
3.604,-7347.704725828209,-4686.407604532538,536.7673390688275,8131.0,111.0,3,10.0,False,0,OnTrack,HARD
3.652,-7337.0,-4678.0,537.0,8173.4,110.8,3,15.6,False,0,OnTrack,HARD
3.844,-7286.823591367463,-4651.923754624043,537.6330040063767,8343.0,110.0,3,38.0,False,0,OnTrack,HARD
3.872,-7276.0,-4648.0,538.0,8403.2,110.14,3,41.08,False,0,OnTrack,HARD
4.044,-7194.135919787726,-4622.880079308823,541.8500116122352,8773.0,111.0,3,60.0,False,0,OnTrack,HARD
4.052,-7191.0,-4622.0,542.0,8781.6,111.25,3,60.15,False,0,OnTrack,HARD
4.204,-7153.467550245292,-4612.840144078729,543.578311010487,8945.0,116.0,3,63.0,False,0,OnTrack,HARD
4.364,-7120.659640758609,-4609.305206611293,544.8751233726026,9225.0,122.0,3,69.0,False,0,OnTrack,HARD
4.372,-7118.0,-4609.0,545.0,9254.04,122.32,3,69.56,False,0,OnTrack,HARD
4.564,-7028.421327740339,-4598.445957810937,549.5844520754886,9951.0,130.0,3,83.0,False,0,OnTrack,HARD
4.652,-6989.0,-4594.0,552.0,10074.2,134.4,3,83.0,False,0,OnTrack,HARD
4.764,-6950.965357244637,-4590.142267066112,554.9469724229581,10231.0,140.0,3,83.0,False,0,OnTrack,HARD
4.992,-6887.0,-4585.0,561.0,11074.03222047709,148.11388085156005,3,96.79359744765209,False,0,OnTrack,HARD
5.045,-6866.263977428229,-4583.28274668327,562.563879033368,11270.0,150.0,3,100.0,False,0,OnTrack,HARD
5.205,-6795.00622219016,-4577.256853458552,567.7521374540341,10235.0,158.0,3,100.0,False,0,OnTrack,HARD
5.212,-6792.0,-4577.0,568.0,10249.875136,158.4812544,3,100.0,False,0,OnTrack,HARD
5.365,-6727.800012836341,-4571.290855926256,573.8741927855767,10575.0,169.0,4,100.0,False,0,OnTrack,HARD
5.392,-6715.0,-4570.0,575.0,10633.486020316284,169.93103650286415,4,100.0,False,0,OnTrack,HARD
5.684,-6542.142541145908,-4549.196916555302,588.2713959328883,11266.0,180.0,4,100.0,False,0,OnTrack,HARD
5.752,-6506.0,-4544.0,591.0,11509.1,181.7,4,100.0,False,0,OnTrack,HARD
5.844,-6463.9516885645135,-4537.238026421883,594.2577225900121,11838.0,184.0,4,100.0,False,0,OnTrack,HARD
6.072,-6372.0,-4519.0,602.0,11190.642857142857,192.14285714285714,4,100.0,False,0,OnTrack,HARD
6.124,-6346.356971065186,-4513.622063498138,604.2964753151748,11043.0,194.0,4,100.0,False,0,OnTrack,HARD
6.284,-6257.600055673094,-4494.086356749541,612.5557419308459,10763.0,201.0,5,100.0,False,0,OnTrack,HARD
6.292,-6253.0,-4493.0,613.0,10777.057142857142,201.22857142857143,5,100.0,False,0,OnTrack,HARD
6.453,-6160.0,-4470.0,622.0,11059.9570304,205.8285696,5,100.0,False,0,OnTrack,HARD
6.564,-6100.518801597207,-4455.792502221732,626.8842584327407,11255.0,209.0,5,100.0,False,0,OnTrack,HARD
6.632,-6064.0,-4447.0,630.0,11324.275,210.0625,5,100.0,False,0,OnTrack,HARD
6.793,-5972.0,-4424.0,639.0,11488.2936848,212.578124,5,100.0,False,0,OnTrack,HARD
6.884,-5916.259776018238,-4410.295467790057,644.10299953858,11581.0,214.0,5,100.0,False,0,OnTrack,HARD
7.013,-5837.0,-4391.0,651.0,11673.0364928,216.9769216,5,100.0,False,0,OnTrack,HARD
7.313,-5669.0,-4349.0,666.0,11887.07495433846,223.89999852307693,5,100.0,False,0,OnTrack,HARD
7.404,-5613.069335103057,-4334.458360248629,671.1205309078264,11952.0,226.0,5,100.0,False,0,OnTrack,HARD
7.593,-5490.0,-4302.0,683.0,11282.2314768,231.3156232,5,100.0,False,0,OnTrack,HARD
7.652,-5452.0,-4292.0,687.0,11073.15,232.975,5,100.0,False,0,OnTrack,HARD
7.724,-5408.315002783347,-4280.51213933258,691.5633916914389,10818.0,235.0,6,100.0,False,0,OnTrack,HARD
7.873,-5313.0,-4258.0,701.0,10879.4624736,236.8624992,6,100.0,False,0,OnTrack,HARD
7.884,-5304.4431705767865,-4256.281441178211,701.806077993445,10884.0,237.0,6,100.0,False,0,OnTrack,HARD
8.044,-5154.4702043140915,-4230.228593898696,715.3971580901551,11110.0,239.0,6,100.0,False,0,OnTrack,HARD
8.192,-5023.0,-4211.0,727.0,11218.357142857143,241.64285714285714,6,100.0,False,0,OnTrack,HARD
8.324,-4944.588831358352,-4202.190869717183,733.8609692991727,11315.0,244.0,6,100.0,False,0,OnTrack,HARD
8.564,-4845.801617790245,-4195.545803020313,742.6313239573236,11415.0,249.0,6,100.0,False,0,OnTrack,HARD
8.591,-4831.0,-4194.0,744.0,11425.6311744,249.1687488,6,100.0,False,0,OnTrack,HARD
8.724,-4744.663165830453,-4183.480661983566,752.1092298193315,11478.0,250.0,6,100.0,False,0,OnTrack,HARD
8.851,-4656.0,-4168.0,761.0,11567.6937952,251.1906256,6,99.6031248,False,0,OnTrack,HARD
9.012,-4552.0,-4139.0,772.0,11681.4,252.7,6,99.1,False,0,OnTrack,HARD
9.044,-4530.901191648648,-4131.680394507218,773.7939760488191,11704.0,253.0,6,99.0,False,0,OnTrack,HARD
9.171,-4446.0,-4098.0,780.0,11684.5531152,254.984376,6,99.0,False,0,OnTrack,HARD
9.364,-4320.43286119758,-4036.8118737578034,791.2179438179204,11655.0,258.0,6,99.0,False,0,OnTrack,HARD
9.391,-4301.0,-4027.0,793.0,11547.6757632,258.1687488,6,99.0,False,0,OnTrack,HARD
9.684,-4069.5822227908566,-3912.180277947827,813.5942718624902,10383.0,260.0,7,99.0,False,0,OnTrack,HARD
9.691,-4065.0,-3910.0,814.0,10387.27003904,260.07000064,7,99.01750016,False,0,OnTrack,HARD
9.992,-3896.0,-3842.0,828.0,10570.88,263.08,7,99.77,False,0,OnTrack,HARD
10.084,-3815.6743725611304,-3817.5634150714313,833.4761473567321,10627.0,264.0,7,100.0,False,0,OnTrack,HARD
10.292,-3621.0,-3764.0,846.0,10716.44,266.08,7,100.0,False,0,OnTrack,HARD
10.484,-3539.669895211623,-3747.6341793698944,851.0913222395217,10799.0,268.0,7,100.0,False,0,OnTrack,HARD
10.572,-3496.0,-3742.0,853.0,10614.2,265.4,7,80.0,False,0,OnTrack,HARD
10.912,-3204.0,-3705.0,862.0,9900.2,255.35454545454544,7,2.7272727272727337,False,0,OnTrack,HARD
10.924,-3195.034854928217,-3703.8788400072876,862.1742460924646,9875.0,255.0,7,0.0,True,0,OnTrack,HARD
11.284,-3000.3166583883276,-3676.8154862673114,862.0391947882258,10145.0,225.0,7,0.0,True,0,OnTrack,HARD
11.292,-2996.0,-3676.0,862.0,10150.67635005513,224.56846461569185,7,0.0,True,0,OnTrack,HARD
11.525,-2861.0427873248295,-3645.3086588473916,861.0381629541499,10316.0,212.0,7,0.0,True,0,OnTrack,HARD
11.552,-2846.0,-3641.0,861.0,10367.4929792,210.9392832,7,0.19285760000000002,True,0,OnTrack,HARD
11.611,-2814.0,-3631.0,861.0,10480.014529828572,208.62142354285714,7,0.6142866285714286,True,0,OnTrack,HARD
11.805,-2708.233296714462,-3589.1766750460947,862.2181554345713,10850.0,201.0,5,2.0,True,0,OnTrack,HARD
11.912,-2656.0,-3564.0,863.0,10961.022604988855,195.36841858752183,5,2.2681705434513413,True,0,OnTrack,HARD
12.132,-2568.0,-3511.0,864.0,11189.293245065744,183.78947307637526,5,2.819548901124988,True,0,OnTrack,HARD
12.204,-2539.5906685914397,-3490.5231251567884,864.4007443865623,11264.0,180.0,4,3.0,True,0,OnTrack,HARD
12.332,-2490.0,-3451.0,865.0,10906.666666666666,177.86666666666667,4,5.133333333333333,True,0,OnTrack,HARD
12.444,-2451.0587240618092,-3415.533588017625,864.9864702045963,10594.0,176.0,4,7.0,True,0,OnTrack,HARD
12.492,-2435.0,-3399.0,865.0,10567.4,174.2,4,7.0,True,0,OnTrack,HARD
12.684,-2373.7299790108996,-3323.4064404194287,865.7328229149228,10461.0,167.0,4,7.0,False,0,OnTrack,HARD
12.733,-2361.0,-3305.0,866.0,10382.11010304,166.26500096,4,10.91999488,False,0,OnTrack,HARD
12.884,-2330.976512581379,-3253.242910861129,866.8615073491593,10139.0,164.0,4,23.0,False,0,OnTrack,HARD
12.912,-2326.0,-3243.0,867.0,10133.866666666667,163.6888888888889,4,24.788888888888888,False,0,OnTrack,HARD
13.132,-2290.0,-3151.0,868.0,10093.533333333333,161.24444444444444,4,38.84444444444444,False,0,OnTrack,HARD
13.244,-2277.3565201955553,-3103.284899249077,869.008218125409,10073.0,160.0,4,46.0,False,0,OnTrack,HARD
13.352,-2269.0,-3056.0,870.0,9973.37,159.19,4,44.92,False,0,OnTrack,HARD
13.533,-2262.0,-2973.0,871.0,9806.39755904,157.83250048,4,43.11000064,False,0,OnTrack,HARD
13.644,-2260.5205474397576,-2928.2862344493496,871.5740839899302,9704.0,157.0,4,42.0,False,0,OnTrack,HARD
13.813,-2268.0,-2850.0,873.0,9768.7833088,156.06111146666666,4,46.69444266666667,False,0,OnTrack,HARD
14.004,-2298.2420341563634,-2717.7136105196832,876.3638596891215,9842.0,155.0,4,52.0,False,0,OnTrack,HARD
14.032,-2302.0,-2703.0,877.0,9844.2,155.1,4,52.1,False,0,OnTrack,HARD
14.284,-2320.5170075804663,-2648.5662705173827,883.3656898144712,9864.0,156.0,4,53.0,False,0,OnTrack,HARD
14.332,-2326.0,-2637.0,884.0,9871.6,156.2,4,53.4,False,0,OnTrack,HARD
14.524,-2361.511654118087,-2562.0800730706173,883.984722237754,9902.0,157.0,4,55.0,False,0,OnTrack,HARD
14.572,-2372.0,-2542.0,884.0,9903.8,157.0,4,54.4,False,0,OnTrack,HARD
14.871,-2443.0,-2430.0,886.0,9915.0124928,157.0,4,50.6625024,False,0,OnTrack,HARD
14.924,-2456.554990515421,-2410.9638721909005,885.9881481485652,9917.0,157.0,4,50.0,False,0,OnTrack,HARD
15.131,-2512.0,-2338.0,885.0,9640.999914666667,155.84999964444444,4,21.82499128888889,False,0,OnTrack,HARD
15.284,-2554.887302642148,-2286.6496818232163,884.9734892905612,9437.0,155.0,4,1.0,True,0,OnTrack,HARD
15.331,-2568.0,-2271.0,885.0,9353.1832192,153.6291648,4,1.0,True,0,OnTrack,HARD
15.492,-2611.0,-2219.0,885.0,9066.066666666668,148.93333333333334,4,1.0,True,0,OnTrack,HARD
15.752,-2674.0,-2135.0,886.0,8602.4,141.35,4,1.0,True,0,OnTrack,HARD
15.764,-2678.044623575251,-2128.043443170939,886.2034308357138,8581.0,141.0,4,1.0,False,0,OnTrack,HARD
15.891,-2724.0,-2042.0,889.0,8559.228560457143,139.18571337142856,4,5.535716571428571,False,0,OnTrack,HARD
16.044,-2753.6798810745777,-1969.891849410435,891.2528255828682,8533.0,137.0,4,11.0,False,0,OnTrack,HARD
16.244,-2751.3431810121506,-1928.3615592301478,892.2520736775558,8431.0,137.0,4,21.0,False,0,OnTrack,HARD
16.372,-2747.0,-1900.0,893.0,8504.066666666668,135.4,4,34.333333333333336,False,0,OnTrack,HARD
16.484,-2743.6705290274085,-1870.5253351493043,893.8581522227325,8568.0,134.0,4,46.0,False,0,OnTrack,HARD
16.652,-2735.0,-1818.0,895.0,8733.0,135.8,4,53.8,False,0,OnTrack,HARD
16.764,-2722.7132762316382,-1777.3361450134387,895.2084570025536,8843.0,137.0,4,59.0,False,0,OnTrack,HARD
16.852,-2711.0,-1745.0,895.0,8917.8,137.73333333333332,4,61.93333333333334,False,0,OnTrack,HARD
17.004,-2689.1628046050714,-1692.8132581946913,893.7360980303326,9047.0,139.0,4,67.0,False,0,OnTrack,HARD
17.092,-2674.0,-1662.0,892.0,9234.55,141.75,4,69.2,False,0,OnTrack,HARD
17.164,-2659.625946638047,-1635.446311081345,889.8522590925206,9388.0,144.0,4,71.0,False,0,OnTrack,HARD
17.272,-2636.0,-1595.0,886.0,9482.5,146.025,4,73.025,False,0,OnTrack,HARD
17.324,-2624.4693857349635,-1576.2193222548558,884.2213173993459,9528.0,147.0,4,74.0,False,0,OnTrack,HARD
17.512,-2581.0,-1511.0,878.0,10057.533333333333,154.05,4,79.48333333333333,False,0,OnTrack,HARD
17.564,-2567.9465976938,-1493.0738040370989,876.2038912632491,10204.0,156.0,4,81.0,False,0,OnTrack,HARD
17.832,-2493.0,-1400.0,867.0,10635.671428571428,163.65714285714284,4,99.18571428571428,False,0,OnTrack,HARD
17.844,-2489.3479453612085,-1395.7556563227422,866.6424773769679,10655.0,164.0,4,100.0,False,0,OnTrack,HARD
17.972,-2449.0,-1350.0,863.0,11049.335560481217,171.15528234744144,4,100.0,False,0,OnTrack,HARD
18.005,-2438.295260128083,-1338.0625017008028,861.9896226682713,11151.0,173.0,4,100.0,False,0,OnTrack,HARD
18.212,-2369.0,-1262.0,855.0,10877.587415466667,182.0562528,4,100.0,False,0,OnTrack,HARD
18.392,-2307.0,-1194.0,849.0,10639.837415466667,189.9312528,4,100.0,False,0,OnTrack,HARD
18.485,-2274.681604133454,-1156.8654409674668,845.9016483739983,10517.0,194.0,4,100.0,False,0,OnTrack,HARD
18.645,-2220.27693707858,-1089.9821609770213,839.3722972490059,10725.0,196.0,5,100.0,False,0,OnTrack,HARD
18.652,-2218.0,-1087.0,839.0,10735.818278556835,196.30721277849022,5,100.0,False,0,OnTrack,HARD
18.752,-2185.0,-1042.0,833.0,10890.36370209631,200.69592663153824,5,100.0,False,0,OnTrack,HARD
18.964,-2087.088451078183,-899.8141716219301,819.007117202757,11218.0,210.0,5,100.0,False,0,OnTrack,HARD
19.092,-2032.0,-819.0,812.0,11303.12,213.2,5,100.0,False,0,OnTrack,HARD
19.164,-2008.0182407526395,-784.1268051579764,809.0138842283479,11351.0,215.0,5,100.0,False,0,OnTrack,HARD
19.364,-1964.8853132240679,-722.9718880381,803.8682840827875,10734.0,209.0,5,0.0,True,0,OnTrack,HARD
19.512,-1929.0,-674.0,799.0,10655.771428571428,198.95714285714286,5,0.0,True,0,OnTrack,HARD
19.644,-1887.5910878189854,-618.3107551159778,793.0632732897354,10586.0,190.0,5,0.0,True,0,OnTrack,HARD
19.672,-1879.0,-607.0,792.0,10506.55,186.61666666666667,5,0.0,True,0,OnTrack,HARD
19.813,-1839.0,-556.0,788.0,10106.4626816,169.5791744,5,0.0,True,0,OnTrack,HARD
