seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status,compound
0.0,-7660.754638683427,-6626.817796319868,502.0155514586826,10613.56252,262.65000319999996,7,100.0,False,0,OnTrack,HARD
0.024,-7662.0,-6608.0,502.0,10617.31252,263.2500032,7,100.0,False,0,OnTrack,HARD
0.143,-7668.0,-6520.0,502.0,10635.90628,266.2250048,7,100.0,False,0,OnTrack,HARD
0.214,-7671.587792772522,-6470.650706107423,502.3255844899511,10647.0,268.0,7,100.0,False,0,OnTrack,HARD
0.324,-7676.0,-6386.0,503.0,10776.80015104,269.10000128,7,100.0,False,0,OnTrack,HARD
0.414,-7677.049331180381,-6293.646785747842,503.19371465898814,10883.0,270.0,7,100.0,False,0,OnTrack,HARD
0.604,-7674.0,-6085.0,503.0,10940.286452329985,271.9095484109995,7,100.0,False,0,OnTrack,HARD
0.613,-7673.804392442689,-6077.548746907086,502.99644304352705,10943.0,272.0,7,100.0,False,0,OnTrack,HARD
0.853,-7667.12660194408,-5959.267938600962,503.1204726369774,11015.0,275.0,7,100.0,False,0,OnTrack,HARD
0.963,-7662.0,-5902.0,503.0,10797.20025344,274.45000064,7,99.45000064,False,0,OnTrack,HARD
1.053,-7656.516785369085,-5838.278587434817,502.73694249213077,10619.0,274.0,7,99.0,True,0,OnTrack,HARD
1.124,-7651.0,-5781.0,503.0,10508.0624,270.4499968,7,69.7124736,True,0,OnTrack,HARD
1.293,-7632.562255223602,-5630.51182886333,506.96175881845977,10244.0,262.0,7,0.0,True,0,OnTrack,HARD
1.503,-7607.0,-5459.0,514.0,9252.624395733334,232.24998186666667,7,0.0,True,0,OnTrack,HARD
1.533,-7603.949418730382,-5440.586061724443,514.7167588846164,9111.0,228.0,7,0.0,True,0,OnTrack,HARD
1.773,-7583.723702361484,-5338.9655090162505,518.1028456131461,8355.0,204.0,7,0.0,True,0,OnTrack,HARD
1.864,-7575.0,-5300.0,519.0,8313.464690048715,200.60165645853118,7,0.0,True,0,OnTrack,HARD
2.014,-7557.1206406656465,-5221.374547676997,520.4522389846417,8245.0,195.0,7,0.0,True,0,OnTrack,HARD
2.064,-7549.0,-5188.0,521.0,8306.2501568,189.79165333333333,7,0.0,True,0,OnTrack,HARD
2.224,-7517.0,-5064.0,523.0,8502.2501568,173.12498666666667,7,0.0,True,0,OnTrack,HARD
2.494,-7487.00836295018,-4960.251730945122,525.944240328233,8833.0,145.0,6,0.0,True,0,OnTrack,HARD
2.684,-7474.0,-4922.0,528.0,9080.0001664,137.61110613333332,6,0.0,True,0,OnTrack,HARD
2.854,-7460.317991605111,-4879.614844613653,530.0636906308026,9301.0,131.0,4,0.0,True,0,OnTrack,HARD
2.984,-7446.0,-4840.0,532.0,9050.7497536,126.937496,4,0.0,True,0,OnTrack,HARD
3.014,-7441.970339131209,-4829.77480230565,532.5120838776769,8993.0,126.0,3,0.0,True,0,OnTrack,HARD
3.165,-7419.0,-4777.0,535.0,8790.65991424,126.0,3,0.0,True,0,OnTrack,HARD
3.214,-7411.582667726661,-4762.773914914629,535.4556961308584,8725.0,126.0,3,0.0,True,0,OnTrack,HARD
3.384,-7386.0,-4724.0,536.0,8385.708077866666,116.08332586666667,3,0.0,True,0,OnTrack,HARD
3.454,-7374.888473333238,-4710.2452095522885,536.2122835489452,8246.0,112.0,3,0.0,True,0,OnTrack,HARD
3.725,-7310.0,-4663.0,538.0,8298.968194327274,110.76818152727273,3,27.715915636363636,True,0,OnTrack,HARD
3.894,-7231.450798820523,-4633.88673661091,540.617765473803,8332.0,110.0,3,45.0,False,0,OnTrack,HARD
3.924,-7220.0,-4630.0,541.0,8394.812768,110.1875008,3,46.6875072,False,0,OnTrack,HARD
4.054,-7188.456872279469,-4619.739631635934,542.0258084996823,8667.0,111.0,3,54.0,False,0,OnTrack,HARD
4.254,-7149.338903155497,-4613.59020234585,543.7826286849834,9281.0,116.0,3,62.0,False,0,OnTrack,HARD
