seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status
0.0,-380.001246826788,1293.6906573167103,-159.0072061084579,11409.133333333333,285.3666666666667,7,98.0,False,0,OnTrack
0.075,-377.0,1353.0,-159.0,11417.8833408,285.9916672,7,98.0,False,0,OnTrack
0.195,-372.0,1448.0,-159.0,11431.8833408,286.9916672,7,98.0,False,0,OnTrack
0.196,-371.95977808052095,1448.7957198180966,-159.00045027641028,11432.0,287.0,7,98.0,False,0,OnTrack
0.355,-366.0,1576.0,-159.0,11493.328596114286,287.56785737142854,7,98.0,False,0,OnTrack
0.476,-361.77412051563334,1672.1342663877474,-158.28563568474158,11540.0,288.0,7,98.0,False,0,OnTrack
0.555,-359.0,1735.0,-158.0,11550.9522816,288.5386368,7,98.0,False,0,OnTrack
0.775,-351.0,1912.0,-159.0,11581.4522816,290.0386368,7,98.0,False,0,OnTrack
0.916,-346.1664635586085,2026.2153664093835,-159.07098806679303,11601.0,291.0,7,98.0,False,0,OnTrack
1.015,-343.0,2105.0,-159.0,11354.1185904,291.6187504,7,98.0,False,0,OnTrack
1.076,-341.15346238712067,2152.4400424748533,-159.01672897514976,11202.0,292.0,7,98.0,False,0,OnTrack
1.276,-335.1797406130681,2310.249154553369,-159.1554046604839,10355.0,293.0,8,98.0,False,0,OnTrack
1.335,-333.0,2365.0,-159.0,10370.04501632,293.44250048,8,98.0,False,0,OnTrack
1.535,-324.0,2578.0,-158.0,10421.04501632,294.94250048,8,98.0,False,0,OnTrack
1.676,-316.99736814124765,2727.4583615617066,-158.1970204041274,10457.0,296.0,8,98.0,False,0,OnTrack
1.855,-309.0,2890.0,-159.0,10469.611368145455,296.40681832727273,8,98.0,False,0,OnTrack
2.116,-302.1152641191687,3035.7164405778735,-159.14824423236558,10488.0,297.0,8,98.0,False,0,OnTrack
2.195,-300.0,3080.0,-159.0,10501.03501056,297.39500032,8,98.0,False,0,OnTrack
2.316,-296.16891483736697,3158.521691074743,-158.6234465461623,10521.0,298.0,8,98.0,False,0,OnTrack
2.476,-289.82590379406895,3298.9195970630253,-158.0703883297889,10581.0,299.0,8,98.0,False,0,OnTrack
2.515,-288.0,3345.0,-158.0,10577.0999936,299.0,8,98.0,False,0,OnTrack
2.636,-281.7984401217687,3512.7108999864854,-157.95673126929998,10565.0,299.0,8,98.0,False,0,OnTrack
2.675,-280.0,3562.0,-158.0,10572.995826879778,299.3263602808073,8,98.0,False,0,OnTrack
2.875,-273.93534245158224,3722.866665924028,-158.66352926046272,10614.0,301.0,8,98.0,False,0,OnTrack
3.115,-269.0,3846.0,-159.0,10648.285714285714,301.0,8,98.0,False,0,OnTrack
