seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status,compound
0.0,-435.0519398739895,1308.3182176366652,4137.56717358196,10773.8622784,230.2562528,5,100.0,False,0,OnTrack,MEDIUM
0.017,-438.7228229912512,1313.8529400003233,4137.680108225371,10715.0,231.0,6,100.0,False,0,OnTrack,MEDIUM
0.158,-482.0,1379.0,4139.0,10880.6749248,234.5249984,6,100.0,False,0,OnTrack,MEDIUM
0.377,-587.6510093502044,1537.8418886627283,4142.189039664311,11138.0,240.0,6,100.0,False,0,OnTrack,MEDIUM
0.438,-615.0,1579.0,4143.0,11138.0,241.906248,6,100.0,False,0,OnTrack,MEDIUM
0.537,-652.3278610053155,1635.2562959867669,4144.084671638855,11138.0,245.0,6,100.0,False,0,OnTrack,MEDIUM
0.857,-744.0,1774.0,4147.0,11519.333333333334,250.33333333333334,6,100.0,False,0,OnTrack,MEDIUM
0.897,-758.0654963904522,1795.2918846772413,4147.555445751574,11567.0,251.0,6,100.0,False,0,OnTrack,MEDIUM
1.057,-821.0389195699032,1890.6381879139915,4150.145643668179,11600.0,255.0,6,100.0,False,0,OnTrack,MEDIUM
1.117,-845.0,1927.0,4151.0,11636.666666666666,255.16666666666666,6,100.0,False,0,OnTrack,MEDIUM
1.277,-908.0,2022.0,4153.0,11734.444444444445,255.61111111111111,6,100.0,False,0,OnTrack,MEDIUM
1.337,-932.0,2057.0,4154.0,11771.111111111111,255.77777777777777,6,100.0,False,0,OnTrack,MEDIUM
1.417,-963.8412263829973,2104.4121838541223,4155.220736205567,11820.0,256.0,6,100.0,False,0,OnTrack,MEDIUM
1.637,-1051.0,2238.0,4158.0,11613.75,260.125,6,100.0,False,0,OnTrack,MEDIUM
1.737,-1091.293541536066,2298.457661581416,4159.325019361914,11520.0,262.0,6,100.0,False,0,OnTrack,MEDIUM
1.857,-1140.0,2371.0,4161.0,11220.3,263.5,6,100.0,False,0,OnTrack,MEDIUM
2.137,-1253.5953313486407,2542.3807678481526,4164.987918895185,10521.0,267.0,7,100.0,False,0,OnTrack,MEDIUM
2.138,-1254.0,2543.0,4165.0,10521.68513152,267.00750144,7,100.0,False,0,OnTrack,MEDIUM
2.318,-1327.0,2655.0,4167.0,10644.98495616,268.35749952,7,100.0,False,0,OnTrack,MEDIUM
2.518,-1410.0,2779.0,4170.0,10781.98495616,269.85749952,7,100.0,False,0,OnTrack,MEDIUM
2.537,-1417.8503873867985,2790.8111500749915,4170.344549799155,10795.0,270.0,7,100.0,False,0,OnTrack,MEDIUM
2.678,-1476.0,2879.0,4173.0,10861.9749696,270.58749973333335,7,100.0,False,0,OnTrack,MEDIUM
2.777,-1517.5871825077065,2941.9857413998743,4174.441382802559,10909.0,271.0,7,100.0,False,0,OnTrack,MEDIUM
2.898,-1568.0,3018.0,4176.0,10940.128655299992,271.50207508548374,7,100.0,False,0,OnTrack,MEDIUM
3.018,-1616.2719699435065,3090.3368570271464,4177.8338185461225,10971.0,272.0,7,100.0,False,0,OnTrack,MEDIUM
3.078,-1644.0,3132.0,4179.0,10979.666629688889,272.66666382222223,7,100.0,False,0,OnTrack,MEDIUM
3.338,-1796.0,3362.0,4186.0,11017.222222222223,275.55555555555554,7,100.0,False,0,OnTrack,MEDIUM
3.378,-1817.196193954447,3394.1436964943478,4187.08728970931,11023.0,276.0,7,100.0,False,0,OnTrack,MEDIUM
3.618,-1918.835614590497,3548.483956858017,4193.131084595544,10775.0,277.0,7,1.0,True,0,OnTrack,MEDIUM
3.778,-1972.0,3629.0,4197.0,10194.42857142857,258.7142857142857,7,0.4285714285714286,True,0,OnTrack,MEDIUM
3.898,-2007.041014670827,3681.8028447163824,4199.90390475957,9759.0,245.0,7,0.0,True,0,OnTrack,MEDIUM
4.118,-2065.0,3770.0,4205.0,9386.571861942857,222.21431222857143,7,0.0,True,0,OnTrack,MEDIUM
4.178,-2080.8866139482875,3794.877455090719,4206.261199141694,9285.0,216.0,6,0.0,True,0,OnTrack,MEDIUM
4.338,-2124.351742350062,3864.7133583956524,4209.541294687793,9275.0,180.0,6,0.0,True,0,OnTrack,MEDIUM
4.398,-2142.0,3894.0,4211.0,9264.28576,175.5000192,6,0.0,True,0,OnTrack,MEDIUM
4.618,-2209.0,4010.0,4217.0,9225.0,159.0,5,0.0,True,0,OnTrack,MEDIUM
5.018,-2271.0,4142.0,4221.0,8575.0,126.0,3,0.0,True,0,OnTrack,MEDIUM
5.297,-2288.8653255338195,4192.715410296488,4222.701947213232,7579.0,111.0,3,0.0,True,0,OnTrack,MEDIUM
5.378,-2294.0,4216.0,4223.0,7415.9871136,106.4437392,3,0.0,True,0,OnTrack,MEDIUM
5.457,-2299.656242786276,4245.589561780898,4223.160059083571,7257.0,102.0,3,0.0,True,0,OnTrack,MEDIUM
5.578,-2307.0,4296.0,4223.0,7033.581788342857,98.54285165714286,3,0.0,True,0,OnTrack,MEDIUM
