seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status,compound
0.0,-1189.6730434892356,-1337.6800309014827,84.65772523053232,10800.789767572569,293.68420961456286,7,100.0,False,0,OnTrack,HARD
0.042,-1234.2093486027923,-1295.4810828701893,84.31217712782598,10699.0,294.0,7,100.0,False,0,OnTrack,HARD
0.202,-1370.0259462224074,-1166.7054589414251,83.21486661723081,10600.0,295.0,8,100.0,False,0,OnTrack,HARD
0.241,-1395.0,-1143.0,83.0,10601.36499328,295.38999808,8,100.0,False,0,OnTrack,HARD
0.402,-1464.362969667462,-1077.016857674199,82.33122364869524,10607.0,297.0,8,100.0,False,0,OnTrack,HARD
0.621,-1539.0,-1006.0,82.0,10624.51998464,297.54749952,8,100.0,False,0,OnTrack,HARD
0.781,-1635.0,-915.0,82.0,10637.31998464,297.94749952,8,100.0,False,0,OnTrack,HARD
0.802,-1647.3949018262206,-903.2116517120116,81.93798252510099,10639.0,298.0,8,100.0,False,0,OnTrack,HARD
0.961,-1743.0,-812.0,81.0,10625.0875168,298.0,8,100.0,False,0,OnTrack,HARD
1.122,-1884.2584517124014,-677.5001478968258,79.957516387145,10611.0,298.0,8,100.0,False,0,OnTrack,HARD
1.301,-2031.0,-538.0,79.0,10611.0,298.0,8,100.0,False,0,OnTrack,HARD
1.522,-2097.596645623311,-474.9529247573966,78.320717403559,10611.0,298.0,8,100.0,False,0,OnTrack,HARD
1.601,-2127.0,-447.0,78.0,10592.7312944,298.0,8,100.0,False,0,OnTrack,HARD
1.781,-2235.0,-344.0,77.0,10551.1062944,298.0,8,100.0,False,0,OnTrack,HARD
1.842,-2272.643900801683,-308.04560005186886,76.71483107244133,10537.0,298.0,8,100.0,False,0,OnTrack,HARD
2.002,-2367.059797439237,-217.85201716838088,76.13655100092268,10488.0,296.0,8,100.0,False,0,OnTrack,HARD
2.041,-2390.0,-196.0,76.0,10482.0281544,295.7562512,8,100.0,False,0,OnTrack,HARD
2.322,-2556.7343010276713,-37.982471392434945,75.07387611997135,10439.0,294.0,8,100.0,False,0,OnTrack,HARD
2.361,-2580.0,-16.0,75.0,10428.7625504,294.0,8,100.0,False,0,OnTrack,HARD
2.482,-2652.2393715361122,52.191679948948156,74.9038360137954,10397.0,294.0,8,100.0,False,0,OnTrack,HARD
2.541,-2687.0,85.0,75.0,10394.0500096,293.7541674666667,8,100.0,False,0,OnTrack,HARD
2.722,-2792.485029942061,184.71069341855437,75.87872777498677,10385.0,293.0,8,100.0,False,0,OnTrack,HARD
2.761,-2817.0,208.0,76.0,10380.3687728,292.7562512,8,100.0,False,0,OnTrack,HARD
2.882,-2898.1265881408162,285.3389901110737,76.0352310886549,10366.0,292.0,8,100.0,False,0,OnTrack,HARD
2.921,-2923.0,309.0,76.0,10362.517874285715,291.8607149714286,8,100.0,False,0,OnTrack,HARD
3.101,-3029.0,409.0,76.0,10346.446445714286,291.2178578285714,8,100.0,False,0,OnTrack,HARD
3.162,-3072.3125573611933,449.6101658563171,76.31424220025845,10341.0,291.0,8,100.0,True,0,OnTrack,HARD
3.361,-3222.0,590.0,78.0,9786.011646577777,277.1805688888889,8,44.72227555555556,True,0,OnTrack,HARD
3.522,-3292.2344785242394,657.1993548495263,78.6168771189729,9337.0,266.0,8,0.0,True,0,OnTrack,HARD
3.641,-3329.0,693.0,79.0,8712.251008,266.0,8,0.0,True,0,OnTrack,HARD
3.762,-3365.3586867780914,728.3910098903038,79.63248993027459,8077.0,266.0,8,0.0,True,0,OnTrack,HARD
4.021,-3461.0,835.0,81.0,8594.999616,205.8750445714286,8,0.0,True,0,OnTrack,HARD
4.042,-3471.78724970488,848.6567133907956,81.03685093030639,8637.0,201.0,8,0.0,True,0,OnTrack,HARD
4.201,-3558.0,963.0,81.0,8676.749952,196.031256,8,0.0,True,0,OnTrack,HARD
4.202,-3558.449108468824,963.6209522006354,80.99890853630468,8677.0,196.0,7,0.0,True,0,OnTrack,HARD
4.602,-3631.773977968367,1094.7822029112435,80.13984092318266,9439.0,183.0,6,0.0,False,0,OnTrack,HARD
4.661,-3639.0,1113.0,80.0,9412.718267345455,181.79318574545454,6,6.972704581818182,False,0,OnTrack,HARD
4.821,-3661.0,1185.0,80.0,9341.445540072727,178.52045847272728,6,25.88179549090909,False,0,OnTrack,HARD
4.981,-3671.0,1328.0,82.0,9270.1728128,175.2477312,6,44.7908864,False,0,OnTrack,HARD
5.042,-3671.86976607187,1369.7955434861703,82.6156804910406,9243.0,174.0,5,52.0,False,0,OnTrack,HARD
