seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status
0.0,-1377.641976736831,-728.1942672717421,1871.642577565222,11271.633333333333,319.24444444444447,8,99.0,False,0,OnTrack
0.111,-1369.0,-622.0,1872.0,11298.4583488,319.86111146666667,8,99.0,False,0,OnTrack
0.316,-1357.5496444909209,-482.05224710199235,1872.3929444065109,11348.0,321.0,8,99.0,False,0,OnTrack
0.476,-1347.6365891627863,-368.246796884315,1872.7117202725442,11390.0,321.0,8,99.0,False,0,OnTrack
0.551,-1340.0,-284.0,1873.0,11392.187501866667,321.6250005333333,8,99.31250026666666,False,0,OnTrack
0.716,-1318.6333336930884,-51.79148223635029,1873.909612610921,11397.0,323.0,8,100.0,False,0,OnTrack
0.731,-1317.0,-34.0,1874.0,11401.8749376,323.1071414857143,8,99.94642925714285,False,0,OnTrack
0.996,-1301.8605294888046,135.61516592539257,1875.615868148214,11488.0,325.0,8,99.0,False,0,OnTrack
1.071,-1298.0,181.0,1876.0,11495.5000064,325.2678573714286,8,99.0,False,0,OnTrack
1.276,-1282.4938751967768,362.8166024969464,1876.913410372807,11516.0,326.0,8,99.0,False,0,OnTrack
1.291,-1281.0,380.0,1877.0,11517.874976,326.07499904,8,99.0,False,0,OnTrack
1.476,-1258.7508198512887,631.9129730785919,1878.3892183020046,11541.0,327.0,8,99.0,False,0,OnTrack
1.571,-1249.0,742.0,1879.0,11557.14996736,327.47499904,8,99.0,False,0,OnTrack
1.676,-1241.8757713872665,823.157677057211,1879.4183097558048,11575.0,328.0,8,99.0,False,0,OnTrack
1.911,-1232.0,942.0,1880.0,11591.8906296,328.7343752,8,99.0,False,0,OnTrack
1.996,-1226.2040868005472,1013.6643546125655,1880.4307108938065,11598.0,329.0,8,99.0,False,0,OnTrack
2.111,-1217.0,1125.0,1881.0,11635.3750208,329.57500032,8,99.0,False,0,OnTrack
2.196,-1210.0094942330888,1204.7389440504028,1881.1959727442068,11663.0,330.0,8,99.0,False,0,OnTrack
2.356,-1196.7574122399303,1349.5787525080923,1881.3971463305652,11665.0,331.0,8,100.0,False,0,OnTrack
2.431,-1191.0,1417.0,1882.0,11672.12500608,331.37500032,8,99.62499968,False,0,OnTrack
2.511,-1185.0,1491.0,1883.0,11679.72500608,331.77500032,8,99.22499968,False,0,OnTrack
2.556,-1181.0467261914082,1538.8633198337504,1883.4917016347458,11684.0,332.0,8,99.0,False,0,OnTrack
2.716,-1163.2835567601126,1746.7827969601506,1884.555797264843,11719.0,332.0,8,99.0,False,0,OnTrack
2.831,-1152.0,1877.0,1885.0,11729.0625056,332.0,8,99.0,False,0,OnTrack
3.036,-1139.7816046222417,2016.3624645726863,1885.4675135013729,11747.0,332.0,8,99.0,False,0,OnTrack
3.191,-1131.0,2116.0,1886.0,11751.736113066667,332.86111146666667,8,99.43055573333334,False,0,OnTrack
3.391,-1115.0,2301.0,1887.0,11757.847224177778,333.97222257777776,8,99.98611128888889,False,0,OnTrack
3.396,-1114.601394981862,2305.7843885946195,1887.0058291759422,11758.0,334.0,8,100.0,False,0,OnTrack
3.491,-1107.0,2398.0,1887.0,11782.782568460152,334.5900611538131,8,100.0,False,0,OnTrack
3.557,-1100.9339558577758,2469.2901749443677,1887.2461144603599,11800.0,335.0,8,100.0,False,0,OnTrack
3.67,-1090.0,2595.0,1888.0,11799.43500032,334.43500032,8,99.43500032,False,0,OnTrack
3.757,-1082.6971601787518,2679.191818606837,1888.4858151797196,11799.0,334.0,8,99.0,False,0,OnTrack
3.87,-1074.0,2780.0,1889.0,11806.90999552,334.56499968,8,99.0,False,0,OnTrack
3.957,-1067.1953658662915,2859.337669504811,1889.3316994702257,11813.0,335.0,8,99.0,False,0,OnTrack
4.11,-1055.0,3002.0,1890.0,11834.0374912,335.63749973333336,8,99.0,False,0,OnTrack
4.197,-1047.9530339673152,3084.2862241468692,1890.6124908515603,11846.0,336.0,8,99.0,False,0,OnTrack
4.397,-1031.981405340194,3269.713499922926,1891.9745145153095,11846.0,336.0,8,99.0,False,0,OnTrack
4.41,-1031.0,3281.0,1892.0,11847.5437424,336.0,8,99.0,False,0,OnTrack
4.557,-1019.3514602160121,3414.4256324365647,1891.9602184531166,11865.0,336.0,8,99.0,False,0,OnTrack
4.57,-1018.0,3430.0,1892.0,11865.1624992,336.0812496,8,99.0,False,0,OnTrack
4.717,-998.110376688159,3660.5469750450125,1893.2809553016473,11867.0,337.0,8,99.0,False,0,OnTrack
4.79,-989.0,3766.0,1894.0,11870.8781216,337.0,8,99.0,False,0,OnTrack
5.037,-974.2155694632081,3933.519644047425,1895.2974184615991,11884.0,337.0,8,99.0,False,0,OnTrack
5.21,-966.0,4027.0,1896.0,11876.791669333334,337.72083306666667,8,99.0,False,0,OnTrack
5.277,-961.1646533168803,4083.2602666583734,1896.3678237875122,11874.0,338.0,8,99.0,False,0,OnTrack
5.41,-950.0,4214.0,1897.0,11893.9499904,337.33500032,8,99.0,False,0,OnTrack
5.477,-944.5003784545011,4278.429942695424,1897.0688134737484,11904.0,337.0,8,99.0,False,0,OnTrack
5.61,-934.0,4401.0,1897.0,11889.8687568,337.0,8,99.0,False,0,OnTrack
5.637,-931.9463987120924,4424.782615075423,1897.0313900164492,11887.0,337.0,8,99.0,False,0,OnTrack
5.87,-913.0,4644.0,1898.0,11920.285705142856,337.83214262857143,8,99.83214262857143,False,0,OnTrack
5.917,-907.8979990257814,4704.17367072884,1898.3308803520586,11927.0,338.0,8,100.0,False,0,OnTrack
6.076,-888.3967357040084,4936.1131003339515,1899.6444010284845,11927.0,338.0,8,99.0,False,0,OnTrack
6.131,-883.0,5000.0,1900.0,11920.125024,338.0,8,99.3437488,False,0,OnTrack
6.236,-875.6371119132662,5086.140228326209,1900.45853717187,11907.0,338.0,8,100.0,False,0,OnTrack
6.436,-867.153832411576,5181.592362478065,1900.8870273071864,11914.0,339.0,8,100.0,False,0,OnTrack
6.471,-865.0,5206.0,1901.0,11917.281256,339.0,8,99.7812496,False,0,OnTrack
6.596,-855.2022824033667,5317.64909058119,1901.5296191987056,11929.0,339.0,8,99.0,False,0,OnTrack
6.691,-847.0,5412.0,1902.0,11931.035710171429,339.0,8,99.0,False,0,OnTrack
6.876,-832.1196241416194,5585.839771030514,1902.9303143512354,11935.0,339.0,8,99.0,False,0,OnTrack
6.891,-831.0,5599.0,1903.0,11934.2500096,339.0,8,99.0,False,0,OnTrack
7.076,-816.6101274744124,5768.187571378132,1903.893344124239,11925.0,339.0,8,99.0,False,0,OnTrack
7.091,-815.0,5787.0,1904.0,11926.61247936,339.0,8,99.0,False,0,OnTrack
7.311,-786.0,6124.0,1906.0,11950.26250688,339.0,8,99.0,False,0,OnTrack
7.476,-776.3144715406368,6235.044545802371,1906.633870157205,11968.0,339.0,8,99.0,False,0,OnTrack
7.636,-770.8656273303232,6301.147490307162,1906.9466017329905,11944.0,339.0,8,99.0,False,0,OnTrack
7.651,-770.0,6312.0,1907.0,11944.041666133333,339.0,8,99.0,False,0,OnTrack
7.831,-756.0,6487.0,1908.0,11944.541666844445,339.0,8,99.0,False,0,OnTrack
7.996,-742.4461794995909,6642.281482268962,1909.5668728179874,11945.0,339.0,8,99.0,False,0,OnTrack
8.051,-738.0,6693.0,1910.0,11936.47502976,339.0,8,91.57502592,False,0,OnTrack
8.196,-726.4527627377665,6828.749761695955,1910.623503553205,11914.0,339.0,8,72.0,False,0,OnTrack
8.331,-716.0,6954.0,1911.0,11727.625265066667,324.75002026666664,8,45.0000384,False,0,OnTrack
8.551,-700.0,7146.0,1912.0,11423.902689422222,301.5277710222222,8,0.9999872000000067,False,0,OnTrack
8.556,-699.6670141668682,7150.0529497014095,1912.022533514278,11417.0,301.0,8,0.0,True,0,OnTrack
8.756,-687.2592627159914,7302.749756250344,1912.8542801776691,10157.0,268.0,8,0.0,True,0,OnTrack
8.791,-685.0,7330.0,1913.0,10021.9580864,263.624992,8,0.0,True,0,OnTrack
8.996,-671.0656719839739,7493.667930564078,1913.8685450708826,9231.0,238.0,7,0.0,True,0,OnTrack
9.031,-669.0,7518.0,1914.0,9275.943264,233.9431744,7,0.0,True,0,OnTrack
9.371,-655.0,7685.0,1915.0,9712.533844363636,194.53411316363636,7,0.0,True,0,OnTrack
9.436,-652.4863440760937,7712.645720770092,1915.201896737852,9796.0,187.0,7,0.0,True,0,OnTrack
10.35,-604.0,8057.0,1918.0,9131.09233790001,106.61564085059828,7,0.0,True,0,OnTrack
10.357,-603.4659687118599,8058.954858516236,1918.0034988801394,9126.0,106.0,2,0.0,True,0,OnTrack
10.53,-589.0,8104.0,1918.0,8792.9751232,100.81000192,2,0.0,True,0,OnTrack
10.557,-586.3975563219046,8110.734944405098,1917.9953281037326,8741.0,100.0,2,0.0,True,0,OnTrack
10.59,-583.0,8119.0,1918.0,8655.435880228571,99.41071542857142,2,0.0,True,0,OnTrack
10.837,-547.8694269261168,8185.106356206769,1918.7364263261236,8015.0,95.0,2,0.0,True,0,OnTrack
10.95,-531.0,8211.0,1919.0,7817.250112,92.80277902222223,2,0.0,True,0,OnTrack
11.197,-498.7906407041297,8248.993672049233,1918.7924712769507,7385.0,88.0,2,0.0,True,0,OnTrack
11.35,-475.0,8267.0,1919.0,7402.2124928,86.0875008,2,0.0,True,0,OnTrack
11.517,-441.8940966006807,8285.835087905163,1919.8939130760675,7421.0,84.0,2,0.0,False,0,OnTrack
11.55,-435.0,8289.0,1920.0,7375.860801828571,83.52857234285715,2,0.11785691428571429,False,0,OnTrack
11.71,-401.0,8301.0,1920.0,7157.003658971428,81.24285805714285,2,0.6892854857142857,False,0,OnTrack
11.797,-381.84046503338044,8305.82538257865,1919.9879281687668,7038.0,80.0,2,1.0,False,0,OnTrack
11.89,-361.0,8310.0,1920.0,7091.991629511111,80.0,2,4.874997333333333,False,0,OnTrack
12.05,-325.0,8316.0,1920.0,7184.8805184,80.0,2,11.541664,False,0,OnTrack
12.157,-301.320831685792,8321.16336564053,1920.011567732489,7247.0,80.0,2,16.0,False,0,OnTrack
12.27,-277.0,8328.0,1920.0,6964.029326933333,80.47083306666667,2,9.408337066666666,False,0,OnTrack
12.397,-250.87550312860648,8337.419741175316,1919.9210715237691,6646.0,81.0,2,2.0,True,0,OnTrack
12.47,-237.0,8344.0,1920.0,6593.125368120242,79.90225677758288,2,2.0,True,0,OnTrack
12.711,-199.0,8373.0,1921.0,6418.566359808905,76.27819432129213,2,2.0,True,0,OnTrack
12.796,-188.37042561817685,8385.967215367675,1921.0869330218998,6357.0,75.0,2,2.0,True,0,OnTrack
13.031,-166.0,8427.0,1921.0,6063.24992,70.10416533333333,2,2.0,True,0,OnTrack
13.036,-165.62450959227348,8427.895072220903,1921.014595695489,6057.0,70.0,2,2.0,False,0,OnTrack
13.251,-153.0,8467.0,1922.0,6091.0416362666665,67.3125024,2,10.0624928,False,0,OnTrack
13.276,-151.8846704290694,8471.670890656407,1922.0435331172232,6095.0,67.0,2,11.0,False,0,OnTrack
13.411,-147.0,8497.0,1922.0,6399.42456704,67.0,2,17.07499136,False,0,OnTrack
13.476,-145.33135305845175,8508.990757669519,1921.9916682802623,6546.0,67.0,2,20.0,False,0,OnTrack
13.491,-145.0,8512.0,1922.0,6557.8123488,67.14999808,2,20.41249472,False,0,OnTrack
13.851,-142.0,8603.0,1923.0,6841.3123488,70.74999808,2,30.31249472,False,0,OnTrack
13.876,-142.053779606386,8607.069669739683,1923.0206228838513,6861.0,71.0,2,31.0,False,0,OnTrack
14.076,-143.7465265010394,8629.724024474204,1922.979319797551,7215.0,75.0,2,42.0,False,0,OnTrack
14.091,-144.0,8632.0,1923.0,7265.09935872,75.44999424,2,42.59999232,False,0,OnTrack
14.276,-148.72698786359797,8671.886436873372,1923.6685096600681,7883.0,81.0,2,50.0,False,0,OnTrack
14.391,-153.0,8700.0,1924.0,8235.02797368889,84.19444622222223,2,52.236112355555555,False,0,OnTrack
14.551,-161.0,8739.0,1924.0,8724.805751466667,88.63889066666667,2,55.34722346666667,False,0,OnTrack
14.636,-167.34348022564137,8765.8296406589,1923.9581232570927,8985.0,91.0,2,57.0,False,0,OnTrack
14.876,-189.77117045668876,8854.279151379977,1923.9790737529138,9602.0,102.0,2,63.0,False,0,OnTrack
14.891,-191.0,8859.0,1924.0,9631.8121184,102.67499136,2,63.41249472,False,0,OnTrack
15.276,-215.5948565287781,8950.009279489223,1924.9824276725847,10397.0,120.0,2,74.0,False,0,OnTrack
15.311,-218.0,8959.0,1925.0,10255.0309904,121.093752,2,75.093752,False,0,OnTrack
15.436,-227.4527332982699,8994.79034863474,1924.8921497719934,9748.0,125.0,2,79.0,False,0,OnTrack
15.531,-238.0,9035.0,1925.0,10126.57423488,129.27499136,2,83.7499904,False,0,OnTrack
15.636,-254.8914752029333,9099.41249844264,1925.5966896781604,10545.0,134.0,3,89.0,False,0,OnTrack
15.711,-266.0,9142.0,1926.0,10794.8439632,138.687504,3,91.343752,False,0,OnTrack
