seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status
0.0,-379.6079280973361,1297.7195176350817,-159.17095113123014,11262.8499968,283.0750016,7,100.0,False,0,OnTrack
0.154,-371.98257719031693,1455.8078865124528,-159.15810345278044,11259.0,285.0,7,100.0,False,0,OnTrack
0.232,-369.0,1516.0,-159.0,11285.185757257143,285.2785718857143,7,100.0,False,0,OnTrack
0.434,-364.0052271831964,1610.2358522537481,-158.12171169456752,11353.0,286.0,7,100.0,False,0,OnTrack
0.594,-358.8604774299909,1718.6762957839346,-157.93846312179784,11357.0,287.0,7,100.0,False,0,OnTrack
0.612,-358.0,1738.0,-158.0,11361.41003136,287.18000128,7,100.0,False,0,OnTrack
0.772,-349.0,1946.0,-159.0,11400.61003136,288.78000128,7,100.0,False,0,OnTrack
0.794,-347.9730580294992,1970.2795285489785,-159.10484084042352,11406.0,289.0,7,100.0,False,0,OnTrack
1.192,-339.0,2204.0,-159.0,11481.077296872727,290.8090914909091,7,100.0,False,0,OnTrack
1.234,-337.8161012497535,2235.1310299872002,-158.98113196504852,11489.0,291.0,7,100.0,False,0,OnTrack
1.352,-334.0,2333.0,-159.0,11531.7750464,291.0,7,100.0,False,0,OnTrack
1.394,-332.6229206394773,2366.9563979857426,-159.03075181349163,11547.0,291.0,7,100.0,False,0,OnTrack
1.594,-325.9194553609383,2522.207497743014,-159.23973475215132,11554.0,293.0,7,100.0,False,0,OnTrack
1.692,-322.0,2609.0,-159.0,11284.98964864,293.0,7,100.0,False,0,OnTrack
1.794,-317.3076234086992,2711.355162462091,-158.39366337336327,11005.0,293.0,7,100.0,False,0,OnTrack
1.892,-313.0,2804.0,-158.0,10725.291301333333,293.0,7,100.0,False,0,OnTrack
2.034,-308.3640482448935,2900.9776256312066,-158.59522510106808,10320.0,293.0,7,100.0,False,0,OnTrack
2.112,-306.0,2950.0,-159.0,10383.375104,293.4875008,7,100.0,False,0,OnTrack
2.194,-303.33603818403486,3005.6667000075304,-159.2262662498037,10450.0,294.0,8,100.0,False,0,OnTrack
2.354,-297.5273770105157,3128.9003236989593,-159.12997073334773,10530.0,295.0,8,100.0,False,0,OnTrack
2.492,-291.0,3276.0,-159.0,10536.9000064,295.0,8,100.0,False,0,OnTrack
2.652,-282.0,3489.0,-159.0,10544.9000064,295.0,8,100.0,False,0,OnTrack
2.674,-280.9197896050626,3515.656865123951,-159.00787620147938,10546.0,295.0,8,100.0,False,0,OnTrack
3.033,-270.3071283945154,3813.696701250017,-159.1117959356726,10592.0,297.0,8,100.0,False,0,OnTrack
3.092,-269.0,3851.0,-159.0,10599.375008,297.0,8,100.0,False,0,OnTrack
3.193,-266.79074275622446,3911.2625076230624,-158.6853896158665,10612.0,297.0,8,100.0,False,0,OnTrack
3.433,-261.132626970589,4053.8472378814076,-157.9403676609868,10680.0,298.0,8,100.0,False,0,OnTrack
3.472,-260.0,4082.0,-158.0,10675.124992,298.0,8,100.0,False,0,OnTrack
