seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status
0.0,1057.6382407311612,-490.7840045897442,187.99999999980656,11416.84961536,260.45000192,6,99.0,False,0,OnTrack
0.17,1038.1463060742408,-372.1250011697369,187.99999999975773,10906.0,263.0,6,99.0,False,0,OnTrack
0.233,1028.0,-310.0,188.0,10796.1436384,264.1812512,6,99.0,False,0,OnTrack
0.33,1009.3169956819152,-195.33457451865792,188.00000000063918,10627.0,266.0,7,99.0,False,0,OnTrack
0.413,995.0,-107.0,188.0,10670.5750336,266.83000064,7,99.0,False,0,OnTrack
0.53,983.7268912652137,-36.09098505066348,187.9999999952746,10732.0,268.0,7,99.0,False,0,OnTrack
0.733,970.0,54.0,188.0,10816.3719016,270.5375008,7,99.0,False,0,OnTrack
0.85,949.4898189907867,184.80868273187124,188.00000003005283,10865.0,272.0,7,99.0,False,0,OnTrack
0.993,923.0,354.0,188.0,10904.9208512,273.7875008,7,99.0,False,0,OnTrack
1.09,912.9799013446168,419.6370077557973,187.99999986713908,10932.0,275.0,7,99.0,False,0,OnTrack
1.333,901.0,505.0,188.0,11063.3719096,276.5187504,7,99.0,False,0,OnTrack
1.41,893.4934815375407,556.606793845056,188.00000061103594,11105.0,277.0,7,99.0,False,0,OnTrack
1.57,874.3335406095536,686.7438780812192,188.00000008862716,11155.0,280.0,7,99.0,False,0,OnTrack
1.573,874.0,689.0,188.0,11156.242883657143,280.02142902857145,7,99.0,False,0,OnTrack
1.813,847.0,874.0,188.0,11255.671455085714,281.73571474285717,7,99.0,False,0,OnTrack
1.85,841.082349796959,916.1407254371138,188.00000785964517,11271.0,282.0,7,99.0,False,0,OnTrack
2.01,810.8624203656482,1134.8952647086946,188.00003263084662,11337.0,283.0,7,99.0,False,0,OnTrack
2.053,804.0,1185.0,188.0,11346.1375136,283.5375008,7,99.0,False,0,OnTrack
2.17,789.9556278384484,1288.4467083898223,187.9997990988116,11371.0,285.0,7,99.0,False,0,OnTrack
2.449,773.9750261057242,1413.1254446445726,187.99968661358957,11452.0,287.0,7,99.0,False,0,OnTrack
2.493,771.0,1437.0,188.0,11469.6,287.275,7,99.0,False,0,OnTrack
2.609,761.8713551178904,1510.526917288165,188.00133116329016,11516.0,288.0,7,99.0,False,0,OnTrack
2.769,747.3682404366705,1626.118025639088,188.00015757057673,11507.0,288.0,7,99.0,False,0,OnTrack
2.773,747.0,1629.0,188.0,11508.64,288.04,7,99.0,False,0,OnTrack
2.969,728.5811489622172,1770.1727277323364,187.98528228995298,11589.0,290.0,7,99.0,False,0,OnTrack
3.113,711.0,1911.0,188.0,11599.8,290.6,7,99.0,False,0,OnTrack
3.209,696.0430659576464,2036.1605836840345,188.03456352590192,11607.0,291.0,7,99.0,False,0,OnTrack
3.313,681.0,2164.0,188.0,11577.533333333333,291.43333333333334,7,97.7,False,0,OnTrack
3.449,670.0582465713055,2258.0980712794412,187.68209685130694,11539.0,292.0,7,96.0,False,0,OnTrack
3.673,661.0,2341.0,187.0,11263.0,285.6,7,21.60000000000001,False,0,OnTrack
3.729,657.0117107705788,2377.5397356572785,186.9402628078716,11194.0,284.0,7,3.0,False,0,OnTrack
3.929,638.9886464294859,2542.0138808289316,186.99349146638644,10975.0,271.0,7,0.0,True,0,OnTrack
3.953,637.0,2560.0,187.0,10861.5,268.9,7,0.0,True,0,OnTrack
4.153,620.0,2707.0,187.0,9915.666666666666,251.4,7,0.0,True,0,OnTrack
4.169,618.0092689163255,2723.0127140785357,186.99729599832054,9840.0,250.0,7,0.0,True,0,OnTrack
4.353,591.0,2932.0,187.0,9621.04,228.84,7,0.0,True,0,OnTrack
4.369,589.2037551763125,2945.350211438478,187.01277200652135,9602.0,227.0,7,0.0,True,0,OnTrack
4.529,578.9650754472478,3014.453658104546,187.28100047277906,9529.0,206.0,7,0.0,True,0,OnTrack
4.713,570.0,3056.0,187.0,10339.75,189.9,7,0.0,True,0,OnTrack
4.849,556.4144300931378,3126.1142241309744,186.04336971574364,10939.0,178.0,7,0.0,True,0,OnTrack
4.872,554.0,3138.0,186.0,11070.90536704,176.50499584,7,0.0,True,0,OnTrack
5.049,534.5514253208867,3220.079491150831,186.98371300455355,12086.0,165.0,5,0.0,True,0,OnTrack
5.053,534.0,3222.0,187.0,12068.374062024788,164.82044884914893,5,0.0,True,0,OnTrack
5.392,466.0,3397.0,186.0,10574.575536610559,149.6034859417035,5,0.0,True,0,OnTrack
5.45,451.8663409696593,3421.5191214309125,185.83649869423138,10319.0,147.0,3,0.0,True,0,OnTrack
5.61,410.1168536041214,3476.2423710046023,185.6840752800137,10169.0,145.0,3,0.0,True,0,OnTrack
5.85,354.5465259978115,3530.483685396962,185.99386809427529,9694.0,139.0,3,0.0,False,0,OnTrack
5.853,354.0,3531.0,186.0,9692.61997056,138.95499904,3,0.0,False,0,OnTrack
6.05,325.3944026598501,3556.464865521233,186.52280720892722,9602.0,136.0,3,0.0,False,0,OnTrack
6.193,286.0,3575.0,187.0,9300.806115200001,136.0,3,4.468751999999999,False,0,OnTrack
6.21,279.06258365954744,3577.665528062237,187.05997460339387,9265.0,136.0,3,5.0,False,0,OnTrack
6.37,191.49073622222792,3607.224876528659,187.6530626562535,9520.0,129.0,3,16.0,False,0,OnTrack
6.493,130.0,3626.0,188.0,9835.49516416,131.46000128,3,34.4500096,False,0,OnTrack
6.57,103.92124816760625,3633.2093812453954,188.12626764652094,10033.0,133.0,3,46.0,False,0,OnTrack
6.85,48.86340343828004,3642.844166301499,188.0060475863772,10589.0,140.0,3,63.0,False,0,OnTrack
6.853,48.0,3643.0,188.0,10592.61507712,140.10500224,3,63.18000384,False,0,OnTrack
7.05,-26.281818066336026,3657.545578259509,187.38465464895083,10830.0,147.0,3,75.0,False,0,OnTrack
7.133,-60.0,3665.0,187.0,11050.36516992,150.32000256,3,74.58499968,False,0,OnTrack
7.25,-105.28489890466523,3676.3112976924454,186.3413131233038,11361.0,155.0,3,74.0,False,0,OnTrack
7.313,-132.0,3685.0,186.0,11283.299921066666,155.0,3,57.987483733333335,False,0,OnTrack
7.49,-222.15487315407975,3723.8942907482715,185.2452014566873,11065.0,155.0,3,13.0,False,0,OnTrack
7.553,-254.0,3741.0,185.0,11019.09995337143,154.09999908571427,3,10.974997942857144,False,0,OnTrack
7.77,-349.558018707456,3808.4772275223872,184.13924138523157,10861.0,151.0,3,4.0,False,0,OnTrack
7.954,-405.0,3856.0,184.0,10449.3,147.16666666666666,3,0.9333333333333331,False,0,OnTrack
8.01,-415.8846301256287,3865.5299776482,184.16145827438984,10324.0,146.0,3,0.0,True,0,OnTrack
8.21,-447.0669593739535,3893.19348298226,184.99413207983093,9806.0,143.0,3,0.0,True,0,OnTrack
8.214,-448.0,3894.0,185.0,9798.82,142.74,3,0.0,True,0,OnTrack
8.41,-512.9822398980556,3949.2725339700173,184.6103872814814,9447.0,130.0,3,0.0,True,0,OnTrack
8.553,-561.0,3989.0,184.0,8721.98967552,122.8499968,3,0.0,True,0,OnTrack
8.61,-575.9883287505966,4000.9800110373844,183.77458158587234,8433.0,120.0,3,0.0,True,0,OnTrack
8.85,-623.2122302566835,4034.167336912996,183.03420835033612,7554.0,108.0,3,0.0,True,0,OnTrack
8.872,-628.0,4037.0,183.0,7527.0498432,107.7249984,3,0.0,True,0,OnTrack
9.01,-661.7556618942476,4055.302725027846,182.93327700626725,7358.0,106.0,3,0.0,True,0,OnTrack
9.172,-705.0,4074.0,183.0,7083.4810281557075,101.2552276471357,3,0.0,True,0,OnTrack
9.249,-724.9275743282285,4080.101620273258,183.00795025487557,6953.0,99.0,3,0.0,True,0,OnTrack
9.392,-762.0,4087.0,183.0,6734.4141878857145,96.44642742857143,3,0.0,True,0,OnTrack
9.529,-799.601199852069,4088.836189242277,182.99946215525546,6525.0,94.0,3,0.0,True,0,OnTrack
9.593,-817.0,4088.0,183.0,6501.96,93.04,3,0.0,True,0,OnTrack
9.729,-852.5483953373641,4082.4742068312917,183.0000883299756,6453.0,91.0,3,0.0,False,0,OnTrack
