seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status,compound
0.0,-1378.6348299253768,-742.4957070657194,1871.3785964151768,11251.3,313.6,8,100.0,False,0,OnTrack,HARD
0.14,-1370.708831043672,-647.7937150658381,1871.7586389770217,11294.0,315.0,8,100.0,False,0,OnTrack,HARD
0.214,-1366.0,-591.0,1872.0,11306.157163885715,315.52857234285716,8,100.0,False,0,OnTrack,HARD
0.42,-1351.1344585074646,-411.26925365140306,1872.7953576382429,11340.0,317.0,8,100.0,False,0,OnTrack,HARD
0.474,-1347.0,-363.0,1873.0,11348.549979733334,317.22499946666665,8,100.0,False,0,OnTrack,HARD
0.66,-1332.3460322972078,-199.5715386231375,1873.6954893262505,11378.0,318.0,8,100.0,False,0,OnTrack,HARD
0.714,-1328.0,-152.0,1874.0,11390.177645896652,318.36901957262586,8,100.0,False,0,OnTrack,HARD
0.874,-1315.0,-10.0,1875.0,11426.259645192216,319.4624134906732,8,100.0,False,0,OnTrack,HARD
0.974,-1307.0,78.0,1875.0,11448.810952483142,320.1457864388831,8,100.0,False,0,OnTrack,HARD
1.099,-1297.2606790684224,189.0006195210125,1875.6518061008753,11477.0,321.0,8,100.0,False,0,OnTrack,HARD
1.154,-1293.0,238.0,1876.0,11480.437488,321.3437488,8,100.0,False,0,OnTrack,HARD
1.259,-1284.8345006294926,331.4993826324626,1876.515919155553,11487.0,322.0,8,100.0,False,0,OnTrack,HARD
1.374,-1276.0,434.0,1877.0,11535.8750272,322.7187504,8,100.0,False,0,OnTrack,HARD
1.419,-1272.622251197584,474.1874617724038,1877.2107019175646,11555.0,323.0,8,100.0,False,0,OnTrack,HARD
1.574,-1261.0,613.0,1878.0,11576.3125088,323.77500032,8,100.0,False,0,OnTrack,HARD
1.774,-1245.0,793.0,1879.0,11603.8125088,324.77500032,8,100.0,False,0,OnTrack,HARD
1.819,-1241.5305496963545,833.4793460374925,1879.1931623705752,11610.0,325.0,8,100.0,False,0,OnTrack,HARD
2.014,-1227.0,1009.0,1880.0,11641.6875104,325.8125002666667,8,100.0,False,0,OnTrack,HARD
2.059,-1223.567599793129,1049.7062615805298,1880.2397120208716,11649.0,326.0,8,100.0,False,0,OnTrack,HARD
2.194,-1213.0,1172.0,1881.0,11684.4374496,326.8437488,8,100.0,False,0,OnTrack,HARD
2.219,-1210.9985638286214,1194.573613292923,1881.1170536925176,11691.0,327.0,8,100.0,False,0,OnTrack,HARD
2.454,-1192.0,1407.0,1882.0,11689.041666133333,327.0,8,100.0,False,0,OnTrack,HARD
2.459,-1191.6106501046952,1411.5848565627125,1882.0228230037187,11689.0,327.0,8,100.0,False,0,OnTrack,HARD
2.654,-1177.0,1589.0,1883.0,11723.666678044445,328.0833336888889,8,100.0,False,0,OnTrack,HARD
2.819,-1164.8664088227579,1724.0894458360904,1883.4712466750852,11753.0,329.0,8,100.0,False,0,OnTrack,HARD
