seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status
0.0,-1289.9396068822066,213.0817256298392,118.00040068179486,11166.65,292.275,7,99.0,False,0,OnTrack
0.004,-1291.0,216.0,118.0,11151.875,292.3125,7,99.0,False,0,OnTrack
0.184,-1341.977904801233,354.1037945003191,117.98824955639166,10487.0,294.0,7,99.0,False,0,OnTrack
0.224,-1353.0,384.0,118.0,10470.354030650049,294.0,7,99.0,False,0,OnTrack
0.345,-1384.141445788882,469.3124806398079,118.08371497259152,10420.0,294.0,8,99.0,False,0,OnTrack
0.464,-1420.0,568.0,118.0,10441.675011657142,294.85000045714287,8,99.0,False,0,OnTrack
0.625,-1488.5971074888175,755.8792744631887,117.30061060482548,10471.0,296.0,8,99.0,False,0,OnTrack
0.704,-1522.0,847.0,117.0,10492.7250176,296.32916693333334,8,99.0,False,0,OnTrack
0.865,-1578.3487178326307,999.7186297869736,116.84622542782081,10537.0,297.0,8,99.0,False,0,OnTrack
1.044,-1625.0,1126.0,117.0,10520.88999424,297.89500032,8,99.0,False,0,OnTrack
1.065,-1629.5568082304694,1138.453537608761,117.01020844307642,10519.0,298.0,8,99.0,False,0,OnTrack
1.345,-1677.1081762720362,1270.4117730461487,117.01024288703194,10582.0,300.0,8,99.0,False,0,OnTrack
1.444,-1699.0,1330.0,117.0,10577.0499968,300.0,8,99.0,False,0,OnTrack
1.644,-1757.0,1486.0,117.0,10567.0499968,300.0,8,99.0,False,0,OnTrack
1.705,-1774.8256792212858,1534.45682897168,117.00047383294965,10564.0,300.0,8,99.0,False,0,OnTrack
1.905,-1831.5396511239371,1690.0928243723758,116.99998878444862,10549.0,299.0,8,99.0,False,0,OnTrack
1.924,-1837.0,1705.0,117.0,10545.6749888,298.92083306666666,8,99.0,False,0,OnTrack
2.084,-1883.0,1830.0,117.0,10517.6749888,298.2541664,8,99.0,False,0,OnTrack
2.145,-1899.494215869732,1874.8746782113872,116.99887372911249,10507.0,298.0,8,99.0,False,0,OnTrack
2.264,-1934.0,1969.0,117.0,10478.43998464,298.0,8,99.0,False,0,OnTrack
2.345,-1964.5198357261686,2052.3863609298714,117.00989058529805,10459.0,298.0,8,99.0,False,0,OnTrack
2.564,-2053.0,2294.0,117.0,10448.0499968,296.1749994666667,8,99.0,False,0,OnTrack
2.585,-2058.9134306437827,2310.066011514096,116.98668497567662,10447.0,296.0,8,99.0,False,0,OnTrack
2.884,-2110.0,2448.0,117.0,10400.65499008,295.25249984,8,99.0,False,0,OnTrack
2.985,-2135.694624815508,2518.698993509542,117.51059576133929,10385.0,295.0,8,99.0,False,0,OnTrack
3.123,-2175.0,2632.0,118.0,10368.900014933333,294.23333404444446,8,99.0,False,0,OnTrack
3.343,-2232.0,2827.0,117.0,10343.2333184,293.0111104,8,99.0,False,0,OnTrack
3.345,-2232.6739934385737,2829.4705112115503,117.00129471819488,10343.0,293.0,8,99.0,False,0,OnTrack
3.523,-2300.0,3081.0,118.0,10332.4312576,292.4437504,8,99.0,False,0,OnTrack
3.665,-2331.305106489895,3198.764621452196,118.40206960305115,10324.0,292.0,8,99.0,False,0,OnTrack
3.905,-2352.951718452279,3279.012690126716,118.0601873727615,10310.0,292.0,8,99.0,False,0,OnTrack
3.943,-2359.0,3301.0,118.0,10301.4499712,292.0,8,99.0,False,0,OnTrack
4.065,-2384.385865760675,3392.9324985382727,117.83296907510164,10274.0,292.0,8,99.0,False,0,OnTrack
4.143,-2402.0,3457.0,118.0,10271.562496,291.7562496,8,99.0,False,0,OnTrack
4.303,-2436.0,3582.0,119.0,10266.562496,291.2562496,8,99.0,False,0,OnTrack
4.385,-2453.3093159158693,3645.782861607882,118.90732897136857,10264.0,291.0,8,99.0,False,0,OnTrack
4.544,-2491.0,3784.0,118.0,10855.426857927536,288.3389117753542,8,33.13806644001568,False,0,OnTrack
4.624,-2514.9928110980313,3871.231433587382,117.86616882198905,11153.0,287.0,8,0.0,False,0,OnTrack
4.784,-2564.332852373584,4050.0396070484944,118.0042466919525,10992.0,280.0,8,0.0,True,0,OnTrack
4.804,-2569.0,4067.0,118.0,10901.611111111111,278.1666666666667,8,0.0,True,0,OnTrack
5.144,-2607.4560611557467,4205.48569290766,117.07823035108204,9365.0,247.0,7,0.0,True,0,OnTrack
5.164,-2610.0,4214.0,117.0,9352.0,243.41666666666666,7,0.0,True,0,OnTrack
5.384,-2648.4515176574446,4338.742245071608,116.12875981672082,9209.0,204.0,7,0.0,True,0,OnTrack
5.464,-2663.0,4383.0,116.0,9256.333333333334,196.33333333333334,7,0.0,True,0,OnTrack
5.524,-2673.0,4412.0,116.0,9291.833333333334,190.58333333333334,7,0.0,True,0,OnTrack
5.624,-2684.717152400621,4443.854595387444,116.04332409372302,9351.0,181.0,7,0.0,True,0,OnTrack
5.724,-2695.0,4469.0,116.0,9525.5,172.75,7,0.0,True,0,OnTrack
6.004,-2745.0,4578.0,115.0,10014.1,149.65,7,0.0,True,0,OnTrack
6.024,-2749.954160467972,4586.85121683948,114.91854059466334,10049.0,148.0,7,0.0,True,0,OnTrack
6.184,-2795.764620463999,4658.72064946865,114.27632557487105,9507.0,136.0,6,0.0,True,0,OnTrack
6.244,-2814.0,4682.0,114.0,9325.5,134.28571428571428,6,0.2142857142857143,True,0,OnTrack
6.464,-2881.7870043675725,4740.919765259777,112.73354238866985,8660.0,128.0,3,1.0,True,0,OnTrack
6.624,-2925.0191498219615,4764.588042176772,112.06162373685704,8376.0,122.0,3,1.0,True,0,OnTrack
6.664,-2934.0,4769.0,112.0,8321.8,121.2,3,1.0,True,0,OnTrack
6.824,-2962.6146559699255,4780.627385668833,112.17892875695657,8105.0,118.0,3,1.0,True,0,OnTrack
7.024,-3000.0,4785.0,113.0,7862.676284196192,116.34024852189172,3,3.4896272171624148,True,0,OnTrack
7.065,-3010.869723608785,4785.060952856359,113.19086697980472,7813.0,116.0,3,4.0,False,0,OnTrack
7.224,-3060.0,4782.0,114.0,7871.6312736,110.0374976,3,4.9937504,False,0,OnTrack
7.225,-3060.3134632746564,4781.958575480475,114.00542930832907,7872.0,110.0,3,5.0,False,0,OnTrack
7.404,-3116.0,4771.0,115.0,7981.078164,108.8812496,3,13.9500032,False,0,OnTrack
7.545,-3159.895982391644,4761.574549457828,115.67767054618324,8067.0,108.0,3,21.0,False,0,OnTrack
7.604,-3178.0,4758.0,116.0,8040.0812208,108.3687504,3,15.468744000000001,False,0,OnTrack
7.705,-3208.3798002011654,4752.653965244706,116.66525983852239,7994.0,109.0,3,6.0,False,0,OnTrack
7.944,-3277.0,4746.0,118.0,7162.478944,104.020832,3,0.02499840000000031,False,0,OnTrack
7.945,-3277.2765449166864,4745.9997017885735,118.00110080137915,7159.0,104.0,3,0.0,True,0,OnTrack
8.104,-3320.0,4749.0,118.0,6984.0999296,100.0249984,3,0.0,True,0,OnTrack
8.264,-3360.0,4758.0,119.0,6808.0999296,96.0249984,3,0.0,True,0,OnTrack
8.345,-3379.2818343663407,4764.824075169151,119.08845938294563,6719.0,94.0,3,0.0,True,0,OnTrack
8.424,-3397.0,4773.0,119.0,6577.7873856,91.531248,3,0.0,True,0,OnTrack
8.505,-3413.5572102100614,4782.995139008277,118.96786031981105,6433.0,89.0,3,0.0,False,0,OnTrack
8.664,-3442.0,4807.0,119.0,6275.58993664,88.20499968,3,1.59000064,False,0,OnTrack
8.705,-3448.684975047553,4814.013508319943,119.00348297748606,6235.0,88.0,3,2.0,False,0,OnTrack
8.864,-3472.0,4845.0,119.0,6038.63492096,85.61499904,3,5.18000128,False,0,OnTrack
8.905,-3477.2618708324044,4854.265490313817,118.99934822213888,5988.0,85.0,3,6.0,False,0,OnTrack
9.184,-3504.0,4923.0,119.0,6190.2750464,85.0,3,25.530004480000002,False,0,OnTrack
9.305,-3509.858786059899,4946.114579925988,118.99509383984515,6278.0,85.0,3,34.0,False,0,OnTrack
9.424,-3513.0,4969.0,119.0,6498.5751186285715,87.12500114285714,3,36.9750016,False,0,OnTrack
9.585,-3514.468349888895,5008.488458170473,119.0427596383288,6797.0,90.0,3,41.0,False,0,OnTrack
9.723,-3514.0,5046.0,119.0,7081.27973632,93.4499968,3,51.349990399999996,False,0,OnTrack
9.785,-3513.4850887623825,5062.870201078174,118.92746959054638,7209.0,95.0,3,56.0,False,0,OnTrack
9.903,-3512.0,5095.0,119.0,7522.1920064,95.9833344,3,61.4083392,False,0,OnTrack
10.025,-3509.8083270112743,5128.347147056422,119.86540512533954,7846.0,97.0,3,67.0,False,0,OnTrack
10.063,-3509.0,5139.0,120.0,7933.241960533333,98.4250048,3,67.63333546666667,False,0,OnTrack
10.265,-3503.6061442913697,5198.523744034082,119.03990996538727,8397.0,106.0,3,71.0,False,0,OnTrack
10.283,-3503.0,5204.0,119.0,8444.849659733334,106.54999608888889,3,71.34999751111111,False,0,OnTrack
10.543,-3492.0,5286.0,120.0,9136.017006933333,114.49444835555556,3,76.40555804444445,False,0,OnTrack
10.625,-3488.012614939009,5313.304045613539,120.07007083368748,9354.0,117.0,3,78.0,False,0,OnTrack
10.723,-3483.0,5346.0,120.0,9607.5746688,124.3499904,3,79.8374976,False,0,OnTrack
10.785,-3479.693370623161,5366.123800200703,119.9863838059483,9768.0,129.0,3,81.0,False,0,OnTrack
10.883,-3473.0,5403.0,120.0,10049.01463296,133.65499392,3,82.95999744,False,0,OnTrack
11.185,-3435.7303405859693,5582.93826274754,120.02185276640061,10915.0,148.0,3,89.0,False,0,OnTrack
11.204,-3434.0,5591.0,120.0,10929.03521864194,148.4773883891816,3,89.95477677836325,False,0,OnTrack
11.384,-3425.065209013444,5630.806521702065,119.59535368165103,11062.0,153.0,3,99.0,False,0,OnTrack
11.524,-3417.0,5667.0,119.0,10594.0,160.0,3,99.0,False,0,OnTrack
11.664,-3400.497984825455,5744.181545126826,118.13519018758592,10126.0,167.0,4,99.0,False,0,OnTrack
11.844,-3377.0,5857.0,117.0,10771.75,174.65,4,99.0,False,0,OnTrack
12.064,-3363.1142815172966,5932.151481712348,116.25326165035604,11561.0,184.0,4,99.0,False,0,OnTrack
12.164,-3358.0,5968.0,116.0,11561.0,188.0,4,99.0,False,0,OnTrack
12.264,-3352.0054589354627,6014.379708109663,115.74356441563587,11561.0,192.0,4,99.0,False,0,OnTrack
12.424,-3342.054822464372,6102.849991055584,115.12537276316375,10721.0,197.0,5,99.0,False,0,OnTrack
12.444,-3341.0,6114.0,115.0,10740.5,197.78571428571428,5,99.0,False,0,OnTrack
12.584,-3335.0,6192.0,114.0,10877.0,203.28571428571428,5,99.0,False,0,OnTrack
12.704,-3332.1161307126845,6258.963447460654,113.77232602442125,10994.0,208.0,5,99.0,False,0,OnTrack
12.844,-3332.0,6342.0,114.0,10957.688758574524,210.82420766642582,5,99.0,False,0,OnTrack
13.704,-3395.0,6966.0,115.0,10734.633989818036,228.17291190304167,5,99.0,False,0,OnTrack
13.745,-3397.7362057373493,6986.3114942553875,115.00799669737128,10724.0,229.0,6,99.0,False,0,OnTrack
13.984,-3413.0,7097.0,115.0,10894.2875456,239.9541696,6,99.0,False,0,OnTrack
13.985,-3413.075682285761,7097.571532815424,114.99999771101915,10895.0,240.0,6,99.0,False,0,OnTrack
14.204,-3432.0,7244.0,115.0,11083.496483657143,243.12857234285715,6,99.0,False,0,OnTrack
