seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status,compound
0.0,-428.6607413746803,1297.1836450168184,4136.604026739774,10309.637393066667,230.90000213333335,5,100.0,False,0,OnTrack,HARD
0.137,-471.0,1361.0,4138.0,10080.733333333334,235.46666666666667,5,100.0,False,0,OnTrack,HARD
0.153,-476.95963530315896,1370.0000066126408,4138.213948581067,10054.0,236.0,6,100.0,False,0,OnTrack,HARD
0.353,-563.1716559541313,1500.4561539276103,4141.438227206427,10911.0,238.0,6,100.0,False,0,OnTrack,HARD
0.397,-580.0,1526.0,4142.0,10941.954763914046,238.0,6,100.0,False,0,OnTrack,HARD
0.552,-627.0724349961588,1597.7287786059742,4143.22805035652,11051.0,238.0,6,100.0,False,0,OnTrack,HARD
0.638,-653.0,1637.0,4144.0,11170.3251776,240.86667093333332,6,100.0,False,0,OnTrack,HARD
0.792,-708.788904883138,1720.5926140361605,4146.264196561642,11384.0,246.0,6,100.0,False,0,OnTrack,HARD
0.952,-772.8838687460884,1816.6830508535138,4148.733490367604,11516.0,252.0,6,100.0,False,0,OnTrack,HARD
0.978,-783.0,1832.0,4149.0,11533.3874144,252.4874976,6,100.0,False,0,OnTrack,HARD
1.098,-829.0,1902.0,4150.0,11613.6374144,254.7374976,6,100.0,False,0,OnTrack,HARD
1.272,-897.6182064689451,2005.4221811952161,4152.906116604035,11730.0,258.0,6,100.0,False,0,OnTrack,HARD
1.278,-900.0,2009.0,4153.0,11719.31320145296,258.0298513925895,6,100.0,False,0,OnTrack,HARD
1.473,-977.3778204179072,2125.0480756855177,4155.1502208373295,11372.0,259.0,6,100.0,False,0,OnTrack,HARD
1.618,-1035.0,2212.0,4157.0,10953.3126848,260.3593744,6,100.0,False,0,OnTrack,HARD
1.793,-1104.8468199966705,2318.467112392108,4160.415755805884,10448.0,262.0,7,100.0,False,0,OnTrack,HARD
1.838,-1123.0,2346.0,4161.0,10484.22515456,262.22500096,7,100.0,False,0,OnTrack,HARD
1.993,-1185.9856687133397,2440.9491152020437,4161.944157110427,10609.0,263.0,7,100.0,False,0,OnTrack,HARD
1.998,-1188.0,2444.0,4162.0,10610.250048,263.0,7,100.0,False,0,OnTrack,HARD
2.118,-1236.0,2517.0,4164.0,10640.250048,263.0,7,100.0,False,0,OnTrack,HARD
2.193,-1266.258489264142,2562.7533144886747,4165.220411750707,10659.0,263.0,7,100.0,False,0,OnTrack,HARD
2.458,-1375.0,2726.0,4169.0,10743.232122514286,266.7857133714286,7,100.0,False,0,OnTrack,HARD
2.473,-1381.18443199795,2735.335320582574,4169.245995934596,10748.0,267.0,7,100.0,False,0,OnTrack,HARD
2.637,-1449.0,2838.0,4172.0,10779.57,269.05,7,100.0,False,0,OnTrack,HARD
2.873,-1547.345823687881,2986.4952296751317,4174.936031721944,10825.0,272.0,7,100.0,False,0,OnTrack,HARD
2.877,-1549.0,2989.0,4175.0,10826.733333333334,272.02222222222224,7,100.0,False,0,OnTrack,HARD
3.037,-1615.0,3089.0,4178.0,10896.066666666668,272.9111111111111,7,100.0,False,0,OnTrack,HARD
3.217,-1691.0,3203.0,4181.0,10974.066666666668,273.9111111111111,7,100.0,False,0,OnTrack,HARD
3.233,-1697.7578607294156,3213.173131197312,4181.277334030961,10981.0,274.0,7,100.0,False,0,OnTrack,HARD
3.513,-1815.3217168570102,3391.4565106824098,4186.907063335555,11008.0,276.0,7,84.0,True,0,OnTrack,HARD
3.517,-1817.0,3394.0,4187.0,11000.75,275.65,7,81.9,True,0,OnTrack,HARD
3.673,-1881.8790840572942,3492.1317547052367,4190.878018356174,10718.0,262.0,7,0.0,True,0,OnTrack,HARD
3.717,-1899.0,3518.0,4192.0,10630.471428571429,255.4,7,0.0,True,0,OnTrack,HARD
3.937,-1981.0,3642.0,4198.0,10192.828571428572,222.4,7,0.0,True,0,OnTrack,HARD
3.953,-1988.1064355441688,3652.777492199506,4198.538044757427,10161.0,220.0,7,0.0,True,0,OnTrack,HARD
4.137,-2072.0,3781.0,4205.0,10234.6,198.84,7,0.92,True,0,OnTrack,HARD
4.153,-2076.9827553879304,3788.8429150400525,4205.409481092993,10241.0,197.0,6,1.0,True,0,OnTrack,HARD
4.177,-2084.0,3800.0,4206.0,10266.35,195.5,6,0.85,True,0,OnTrack,HARD
4.313,-2129.317540893902,3874.0090489715467,4210.0984665493725,10410.0,187.0,6,0.0,True,0,OnTrack,HARD
4.517,-2194.0,3983.0,4216.0,10283.35,168.3,6,0.85,True,0,OnTrack,HARD
