seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status
0.0,-1313.4176344889552,276.0371014275547,118.11396977094066,10641.560649019433,297.9916301857447,8,100.0,False,0,OnTrack
0.157,-1372.0,438.0,118.0,10666.523042696335,299.9623454760265,8,100.0,False,0,OnTrack
0.16,-1373.0515437092333,440.8874594566595,117.99538563735805,10667.0,300.0,8,100.0,False,0,OnTrack
0.52,-1479.6013562765916,729.3544180126274,117.05815449764756,10762.0,302.0,8,100.0,False,0,OnTrack
0.557,-1488.0,752.0,117.0,10760.88999424,302.0,8,100.0,False,0,OnTrack
0.72,-1518.9394901355868,835.6734424021693,116.92179702238587,10756.0,302.0,8,100.0,False,0,OnTrack
0.917,-1558.0,942.0,117.0,10796.807182628572,303.40714422857144,8,100.0,False,0,OnTrack
1.0,-1580.7328714367993,1004.0117720545047,117.00678911735142,10814.0,304.0,8,100.0,False,0,OnTrack
1.136,-1622.0,1117.0,117.0,10844.114285714286,304.0,8,100.0,False,0,OnTrack
1.28,-1663.4434350490696,1231.4351123171787,116.9999063550436,10876.0,304.0,8,100.0,False,0,OnTrack
1.296,-1668.0,1244.0,117.0,10878.742857142857,304.1714285714286,8,100.0,False,0,OnTrack
1.556,-1744.0,1452.0,117.0,10923.3143296,306.9571456,8,100.0,False,0,OnTrack
1.56,-1745.2600582574214,1455.4254656056241,117.00000124650872,10924.0,307.0,8,100.0,False,0,OnTrack
1.737,-1803.0,1612.0,117.0,10916.414277485714,307.63214354285714,8,100.0,False,0,OnTrack
1.84,-1834.8820630190937,1698.6159524597147,116.99903973048993,10912.0,308.0,8,100.0,False,0,OnTrack
2.017,-1886.0,1838.0,117.0,10886.77747264,308.44250048,8,100.0,False,0,OnTrack
2.197,-1939.0,1983.0,117.0,10861.12747264,308.89250048,8,100.0,False,0,OnTrack
2.24,-1955.1806500491175,2027.1563163398232,116.98935251448626,10855.0,309.0,8,100.0,False,0,OnTrack
2.397,-2022.0,2209.0,117.0,11006.50518528,309.78500096,8,100.0,False,0,OnTrack
2.44,-2038.8976265582487,2254.806494177102,117.06358885835155,11048.0,310.0,8,100.0,False,0,OnTrack
2.72,-2128.2357429630074,2496.3541887640126,117.94569558486468,10931.0,309.0,8,100.0,False,0,OnTrack
2.817,-2152.0,2563.0,118.0,10884.9249088,308.02999808,8,100.0,False,0,OnTrack
2.92,-2173.482550703716,2625.650674201718,117.8058481988524,10836.0,307.0,8,100.0,False,0,OnTrack
3.197,-2229.0,2812.0,117.0,10847.2531328,307.0,8,100.0,False,0,OnTrack
3.24,-2241.008498663569,2856.191828414334,117.05636040886948,10849.0,307.0,8,100.0,False,0,OnTrack
