seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status,compound
0.0,1663.532703946216,-800.3924997845827,745.2874351007213,11087.103999383398,275.9641599753359,7,100.0,False,8,OnTrack,HARD
0.002,1664.526995596968,-801.5625589788101,745.243819879187,11088.0,276.0,7,100.0,False,8,OnTrack,HARD
0.013,1670.0,-808.0,745.0,11096.8000512,276.2062512,7,100.0,False,8,OnTrack,HARD
0.162,1744.7525153158106,-895.4904582400607,741.1971444794793,11216.0,279.0,7,100.0,False,8,OnTrack,HARD
0.212,1770.0,-925.0,740.0,11225.50002432,279.25000064,7,100.0,False,8,OnTrack,HARD
0.362,1846.058499642924,-1014.0360229297942,737.1421303592956,11254.0,280.0,7,100.0,False,8,OnTrack,HARD
0.472,1902.0,-1080.0,735.0,11344.7501056,281.5714304,7,100.0,False,8,OnTrack,HARD
0.642,1988.6312751946484,-1182.9582169712228,730.7683688370812,11485.0,284.0,7,100.0,False,8,OnTrack,HARD
0.672,2004.0,-1201.0,730.0,11487.6250112,284.5625024,7,100.0,False,8,OnTrack,HARD
0.802,2070.9618110658685,-1278.4840550581948,726.7545764433311,11499.0,287.0,7,100.0,False,8,OnTrack,HARD
0.833,2087.0,-1297.0,726.0,11518.37504,287.25833386666665,7,100.0,False,8,OnTrack,HARD
1.042,2195.9490051931275,-1423.5013993922428,721.1180969012134,11649.0,289.0,7,100.0,False,8,OnTrack,HARD
1.093,2223.0,-1455.0,720.0,11641.714276571429,289.72857234285715,7,100.0,False,8,OnTrack,HARD
1.313,2350.0,-1603.0,715.0,11610.285705142856,292.87142948571426,7,100.0,False,8,OnTrack,HARD
1.322,2356.272905383968,-1610.3106446336953,714.7369212832439,11609.0,293.0,7,100.0,False,8,OnTrack,HARD
1.482,2482.1285636622642,-1756.987686148375,709.1927385708962,10489.0,294.0,7,100.0,False,8,OnTrack,HARD
1.552,2531.0,-1814.0,707.0,10495.30001152,294.70000128,7,100.0,False,8,OnTrack,HARD
1.682,2598.101912646326,-1892.447623137139,703.9988275997704,10507.0,296.0,8,100.0,False,8,OnTrack,HARD
