seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status,compound
0.0,499.14507605575693,3749.277650126375,536.9971895324933,10891.063945518647,305.59109789453373,8,100.0,False,0,OnTrack,HARD
0.433,636.761924935954,4089.806221016517,536.9995534556439,10982.0,308.0,8,100.0,False,0,OnTrack,HARD
0.471,649.0,4120.0,537.0,10982.135713828571,308.13571382857145,8,100.0,False,0,OnTrack,HARD
0.651,707.0,4263.0,537.0,10982.778570971428,308.77857097142856,8,100.0,False,0,OnTrack,HARD
0.713,726.6261611245092,4311.4574592021145,536.9962220025861,10983.0,309.0,8,100.0,False,0,OnTrack,HARD
0.831,765.0,4406.0,537.0,11000.626541577172,309.4896261549215,8,100.0,False,0,OnTrack,HARD
0.954,810.0502655893899,4515.979247996451,537.0573226828681,11019.0,310.0,8,100.0,False,0,OnTrack,HARD
1.151,883.0,4693.0,537.0,11029.83499648,310.98499968,8,100.0,False,0,OnTrack,HARD
1.154,883.9834735955753,4695.386373535715,536.9942157600252,11030.0,311.0,8,100.0,False,0,OnTrack,HARD
1.471,975.0,4917.0,536.0,11057.7374944,311.0,8,100.0,False,0,OnTrack,HARD
1.554,1001.7523043503201,4982.839159854522,535.9629749202466,11065.0,311.0,8,100.0,False,0,OnTrack,HARD
1.591,1014.0,5013.0,536.0,11066.4388864,311.1027776,8,100.0,False,0,OnTrack,HARD
1.891,1112.0,5254.0,537.0,11078.105553066667,311.93611093333334,8,100.0,False,0,OnTrack,HARD
1.914,1118.8334365811659,5270.824845429272,537.0171407501616,11079.0,312.0,8,100.0,False,0,OnTrack,HARD
2.091,1174.0,5415.0,537.0,11117.93998592,312.0,8,100.0,False,0,OnTrack,HARD
2.114,1183.275752643643,5442.068986549354,537.0694235699336,11123.0,312.0,8,100.0,False,0,OnTrack,HARD
2.271,1254.0,5661.0,538.0,11036.6500352,307.4208352,8,100.0,False,0,OnTrack,HARD
2.354,1283.6727637046502,5758.344096541606,538.5891583516711,10991.0,305.0,8,100.0,True,0,OnTrack,HARD
2.751,1358.0,6039.0,542.0,9665.020213759999,264.30750656,8,0.7500160000000022,True,0,OnTrack,HARD
2.754,1358.4866862022031,6040.775482526339,542.0305706074588,9655.0,264.0,8,0.0,True,0,OnTrack,HARD
2.994,1398.4566339063915,6176.907775218397,544.6892845200216,9363.0,240.0,8,0.0,True,0,OnTrack,HARD
3.151,1422.0,6250.0,546.0,8989.003723885715,214.20715337142857,8,0.0,True,0,OnTrack,HARD
3.274,1437.5174527680651,6294.571839512117,546.5267822969006,8696.0,194.0,7,0.0,True,0,OnTrack,HARD
3.491,1466.0,6364.0,547.0,9101.9707136,179.5333376,7,0.0,True,0,OnTrack,HARD
3.514,1469.8990611362028,6372.6135592462415,547.0825206661772,9145.0,178.0,6,0.0,True,0,OnTrack,HARD
3.674,1501.9140841882195,6438.798245248862,547.7965467677002,9964.0,167.0,5,0.0,True,0,OnTrack,HARD
3.751,1520.0,6470.0,548.0,9735.31019008,161.99500416,5,0.0,True,0,OnTrack,HARD
3.874,1552.0639723524796,6515.774851663481,547.9951992295671,9370.0,154.0,4,0.0,True,0,OnTrack,HARD
3.951,1571.0,6540.0,548.0,9581.749824,150.8718776,4,0.0,True,0,OnTrack,HARD
4.194,1617.5048699923052,6591.067801432686,548.7473460636038,10250.0,141.0,3,0.0,True,0,OnTrack,HARD
4.252,1630.0,6602.0,549.0,10076.483716266666,139.30833706666667,3,0.0,True,0,OnTrack,HARD
4.434,1678.6468169529664,6638.890821148292,549.837040538385,9532.0,134.0,3,0.0,True,0,OnTrack,HARD
4.552,1720.0,6661.0,550.0,9284.621696914286,129.78571885714285,3,0.0,True,0,OnTrack,HARD
4.714,1790.4780283933137,6685.274682325644,549.380958937855,8945.0,124.0,3,0.0,True,0,OnTrack,HARD
4.812,1828.0,6695.0,549.0,8725.7252864,122.468752,3,0.0,True,0,OnTrack,HARD
5.034,1879.3907305480677,6701.330617985964,548.9447795237248,8229.0,119.0,3,0.0,True,0,OnTrack,HARD
5.092,1893.0,6701.0,549.0,8152.6939184,117.187504,3,0.0,True,0,OnTrack,HARD
5.354,1973.1563688521599,6693.370450517124,549.143106524847,7808.0,109.0,3,0.0,True,0,OnTrack,HARD
5.412,1991.0,6690.0,549.0,7756.0072576,108.3785728,3,0.0,True,0,OnTrack,HARD
5.632,2053.0,6671.0,548.0,7558.792971885714,106.02142994285714,3,0.0,True,0,OnTrack,HARD
5.634,2053.5449572958482,6670.780003996199,547.9954325089141,7557.0,106.0,3,0.0,False,0,OnTrack,HARD
5.791,2095.0,6651.0,548.0,7376.4500736,104.0375008,3,0.0,False,0,OnTrack,HARD
5.954,2131.4539346182555,6625.9642419127795,548.0755129390691,7189.0,102.0,3,0.0,False,0,OnTrack,HARD
5.971,2135.0,6623.0,548.0,7209.2936736,101.8937504,3,1.2749952,False,0,OnTrack,HARD
6.114,2163.51986507712,6595.193077144908,546.5595802191164,7380.0,101.0,3,12.0,False,0,OnTrack,HARD
