seconds,x,y,z,rpm,speed,gear,throttle,brake,drs,status
0.0,1667.9018463831894,-805.5695271679383,744.3512655939676,10690.3500736,267.45000319999997,7,99.0,False,0,OnTrack
0.073,1699.0,-842.0,743.0,10711.3375552,268.3625024,7,99.0,False,0,OnTrack
0.274,1797.0,-956.0,739.0,10769.1250368,270.8750016,7,99.0,False,0,OnTrack
0.284,1802.1064633153258,-961.7978452062946,738.827418338915,10772.0,271.0,7,99.0,False,0,OnTrack
0.333,1827.0,-990.0,738.0,10803.11512192,271.49000192,7,99.0,False,0,OnTrack
0.484,1898.7560651887504,-1074.6404263811967,734.7637347721964,10899.0,273.0,7,99.0,False,0,OnTrack
0.514,1915.0,-1094.0,734.0,10922.018956872873,273.3773599487356,7,99.0,False,0,OnTrack
0.643,1998.129220038685,-1192.695708228864,730.283405227547,11021.0,275.0,7,99.0,False,0,OnTrack
0.834,2123.0,-1340.0,725.0,11072.729184,276.5916672,7,99.0,False,0,OnTrack
0.883,2145.655007856198,-1366.4703159836379,724.0749679005644,11086.0,277.0,7,99.0,False,0,OnTrack
1.043,2192.6291002035236,-1420.3314949677924,722.2837525200241,11144.0,279.0,7,99.0,False,0,OnTrack
1.214,2265.0,-1504.0,719.0,11153.975003733334,280.42500053333333,7,99.0,False,0,OnTrack
1.403,2407.949114088033,-1671.4942138886872,711.9554007785468,11165.0,282.0,7,99.0,False,0,OnTrack
1.433,2428.0,-1695.0,711.0,11192.500117333333,282.3750016,7,99.0,False,0,OnTrack
1.643,2516.8671413526554,-1798.9137419403132,707.3258322803764,11385.0,285.0,7,99.0,False,0,OnTrack
1.834,2582.0,-1875.0,705.0,11422.802096,286.1937504,7,99.0,False,0,OnTrack
2.014,2675.0,-1984.0,701.0,11458.427096,287.3187504,7,99.0,False,0,OnTrack
2.123,2733.0527489899964,-2052.016376471702,698.158296714458,11480.0,288.0,7,99.0,False,0,OnTrack
2.314,2836.0,-2172.0,693.0,11532.5250176,288.0,7,99.0,False,0,OnTrack
2.483,2931.311127112077,-2281.942159892359,688.9748607780059,11579.0,288.0,7,99.0,False,0,OnTrack
2.535,2957.0,-2312.0,688.0,11586.778394730796,288.5761773874664,7,99.0,False,0,OnTrack
2.714,3040.0,-2411.0,685.0,11613.55403231983,290.55955794961693,7,99.0,False,0,OnTrack
2.844,3147.6086019188583,-2536.103063120806,680.2660697427137,11633.0,292.0,7,99.0,False,0,OnTrack
2.934,3220.0,-2620.0,677.0,11263.9994752,292.5625008,7,99.0,False,0,OnTrack
3.164,3312.2843335203647,-2728.442227867373,673.0302203876175,10321.0,294.0,7,99.0,False,0,OnTrack
3.334,3368.0,-2794.0,671.0,10387.30004992,294.85000064,7,99.0,False,0,OnTrack
3.364,3381.8055233650434,-2810.060219039987,670.5036659155418,10399.0,295.0,8,99.0,False,0,OnTrack
3.524,3469.449134963433,-2911.570364331187,667.2309460442177,10439.0,296.0,8,99.0,False,0,OnTrack
3.534,3475.0,-2918.0,667.0,10440.20001536,296.0,8,99.0,False,0,OnTrack
3.724,3577.3925593048702,-3036.8774675525037,662.2123219058988,10463.0,296.0,8,99.0,False,0,OnTrack
3.774,3604.0,-3068.0,661.0,10472.285738057142,296.3571437714286,8,99.0,False,0,OnTrack
3.994,3721.0,-3206.0,656.0,10513.142880914285,297.92857234285714,8,99.0,False,0,OnTrack
4.004,3726.2963735841245,-3212.2494335585516,655.7442837673484,10515.0,298.0,8,99.0,False,0,OnTrack
4.164,3811.1368533784935,-3312.1962586641866,651.2768551821507,10515.0,298.0,8,99.0,False,0,OnTrack
4.215,3839.0,-3345.0,650.0,10524.69001216,298.38250048,8,99.0,False,0,OnTrack
4.394,3946.0,-3471.0,646.0,10558.70002432,299.72500096,8,99.0,False,0,OnTrack
4.564,4080.4241572546603,-3629.438637832543,639.7221027504241,10591.0,301.0,8,99.0,False,0,OnTrack
4.654,4140.0,-3700.0,637.0,10609.750026666667,301.0,8,99.0,False,0,OnTrack
4.804,4195.551186848847,-3766.8580040926363,635.2005051858788,10641.0,301.0,8,99.0,False,0,OnTrack
4.934,4237.0,-3816.0,634.0,10657.7916832,301.5416672,8,99.0,False,0,OnTrack
5.044,4291.158980457676,-3878.3142540493027,631.7080109846981,10672.0,302.0,8,99.0,False,0,OnTrack
5.204,4385.412527544133,-3987.3591151782443,627.2646897610887,10691.0,303.0,8,99.0,False,0,OnTrack
5.214,4391.0,-3994.0,627.0,10690.4999936,303.05000064,8,99.0,False,0,OnTrack
5.375,4477.0,-4098.0,623.0,10682.4499968,303.85500032,8,99.0,False,0,OnTrack
5.404,4492.547725487015,-4116.4996518912285,622.3308033161203,10681.0,304.0,8,99.0,False,0,OnTrack
5.555,4575.0,-4213.0,619.0,10706.4812608,304.0,8,99.0,False,0,OnTrack
5.564,4579.955646435142,-4218.825374924673,618.8001219981311,10708.0,304.0,8,99.0,False,0,OnTrack
5.734,4674.0,-4330.0,615.0,10740.30002432,304.85000064,8,99.0,False,0,OnTrack
5.764,4690.5960643367835,-4349.5151851726805,614.3492512827386,10746.0,305.0,8,99.0,False,0,OnTrack
6.013,4828.0,-4510.0,609.0,10705.0928256,304.1107136,8,99.0,False,0,OnTrack
6.044,4845.064062723983,-4530.046677280048,608.2726439125755,10700.0,304.0,8,99.0,False,0,OnTrack
6.204,4933.016797115029,-4633.864062785876,604.2584135239808,10766.0,304.0,8,99.0,False,0,OnTrack
6.293,4982.0,-4691.0,602.0,10751.060682057143,304.0,8,99.0,False,0,OnTrack
6.414,5048.0,-4767.0,599.0,10730.749978514286,304.0,8,99.0,False,0,OnTrack
6.484,5083.971939977424,-4808.819264356882,597.3249463278639,10719.0,304.0,8,99.0,False,0,OnTrack
6.573,5136.0,-4870.0,595.0,10704.840878545454,303.7977268363636,8,99.0,False,0,OnTrack
6.814,5341.0,-5113.0,587.0,10666.499979636365,303.2499997090909,8,99.0,False,0,OnTrack
6.924,5407.191392832521,-5191.2523120196565,584.6229758725362,10649.0,303.0,8,99.0,False,0,OnTrack
7.084,5455.580892305697,-5247.824517244087,583.2078099840413,10647.0,303.0,8,99.0,False,0,OnTrack
7.334,5547.0,-5356.0,579.0,10621.310767910052,302.3734333636598,8,99.0,False,0,OnTrack
7.454,5622.0,-5446.0,575.0,10608.97994282026,302.07268153220144,8,99.0,False,0,OnTrack
7.483,5638.758163440539,-5466.453578144914,574.2173397953941,10606.0,302.0,8,99.0,False,0,OnTrack
7.723,5752.596403200885,-5609.3353725454335,570.2387506183737,10578.0,300.0,8,98.0,False,0,OnTrack
7.734,5758.0,-5616.0,570.0,10570.2999552,299.88999936,8,97.77999872,False,0,OnTrack
7.914,5852.0,-5735.0,565.0,10444.2999552,298.08999936,8,94.17999872,False,0,OnTrack
7.923,5856.682793116669,-5741.729977345159,564.7381690705743,10438.0,298.0,8,94.0,False,0,OnTrack
8.174,5974.0,-5944.0,558.0,11087.1140544,290.3305536,8,28.461094399999993,False,0,OnTrack
